company,job,number_of_evaluations
Amazon.com,Solutions Architect - Elasticsearch specialist,"24,701 reviews"
NBCUniversal,"Director, Data Science – Machine Learning, Big Data, Data Mining","1,694 reviews"
American Express,Senior Engineer (Machine Learning),"5,500 reviews"
Amazon.com,Technical Program Manager,"24,701 reviews"
NOKIA,Bell Labs -Data Analytics and Machine Learning,"3,315 reviews"
WeWork Global Technology,Senior Machine Learning Engineer - Recommendation Systems,-
The University of Chicago,Policy Research Analyst,359 reviews
Facebook,"People Research Scientist, People Analytics",344 reviews
Bloomberg,Senior Machine Learning Engineer- Contracts Applications,629 reviews
Amazon.com,Big Data Consultant,"24,701 reviews"
Dow Jones,Editorial Lab Intern,163 reviews
Moody's Analytics,Machine Learning NLP/ Computer Vision Research Scientist / Principal Scientist,256 reviews
Metro-Goldwyn-Mayer Studios,Junior Data Analyst,-
Google,"Developer Advocate, Firebase and Games","2,392 reviews"
Microsoft,Post Doc Researcher,"4,486 reviews"
Goldman Sachs,GSAM Technology - Data Science and Machine Learning Engineer,"1,116 reviews"
Google,"Computational Linguist Intern, Summer 2018","2,392 reviews"
Belstone Capital,Intern Program,-
SiriusXM,"Analyst, Metadata",151 reviews
JP Morgan Chase,CIB QR - Quantitative Research - Equities Machine Learning - Associate/VP,"19,910 reviews"
Morgan Stanley,Deep Learning Lead (VP),"2,614 reviews"
Pace University,Student Creative Lab Research Assistant - NYC,256 reviews
Interactive Brokers,Junior Data Scientist,23 reviews
Amazon.com,Software Development Engineer,"24,701 reviews"
Columbia University,Postdoctoral Research Scientist,724 reviews
NYP/Weill Cornell Medical Center,Jr. Data Scientist,999 reviews
SRI International,Intern,91 reviews
Amazon.com,Solutions Architect - Data Warehouse specialist,"24,701 reviews"
Blue Mesa Health,Data Analyst/Scientist,-
Goldman Sachs,FICC - GS Techs,"1,116 reviews"
Microsoft,Consultant,"4,486 reviews"
Wunderman,Analytics Project Manager,187 reviews
NETGEAR,Senior Computer Vision and Machine Learning Engineer,30 reviews
Bowery Farming,Farm Expansion Associate,8 reviews
Mount Sinai,Data Science Intern - Clinical Innovation - Full Time,"1,001 reviews"
Amazon.com,Partner Solutions Architect,"24,701 reviews"
amdocs,Lead Data Analyst - Analytics and Machine Learning - Media and Entertainment,821 reviews
The Hartford,"Data Scientist, Group Beneftis and Middle Market P&C","1,350 reviews"
Facebook,"Applied Research Scientist, Video Understanding",344 reviews
Microsoft,Principal Researcher,"4,486 reviews"
Amazon.com,"Sr Program Manager, Resourcing","24,701 reviews"
Amazon.com,Senior Applied Scientist - Amazon AI,"24,701 reviews"
United Nations,Information Management Officer,487 reviews
MDRC,Technical Research Analyst,6 reviews
Simons Foundation,"Flatiron Research Fellow, Informatics",4 reviews
Sartorius Corporation,Data Scientist,2 reviews
Goldman Sachs,Equities – One Delta Trading Strats,"1,116 reviews"
Google,"Technical Program Manager, Jigsaw Conversation AI","2,392 reviews"
Amazon.com,Sr. Data Engineer,"24,701 reviews"
Loadsmart,HR Specialist,-
adMarketplace,Sr. Software Engineer (Python / Machine Learning),11 reviews
Deutsche Bank,Anti-Financial Crime(AFC) Anti-Money Laundering(AML) – Model Development,"2,058 reviews"
Goldman Sachs,IMD - QIS Strats,"1,116 reviews"
ZS Associates,Biostatistician,213 reviews
Morningstar,Quantitative Research Analyst,128 reviews
T. Rowe Price,Data Scientist,294 reviews
New Lab,Education Program Manager,-
Amazon.com,Software Development Engineer in Test,"24,701 reviews"
Capital One,Principal Machine Learning Data Scientist - Cloud Platform,"6,097 reviews"
AppNexus,Data Analyst,9 reviews
Casper,"Analyst, Data & Analytics",32 reviews
"Two Sigma Investments, LLC.",AI Research Scientist,7 reviews
The University of Chicago,Policy Analyst (Data Scientist),359 reviews
Adobe,Partner Innovation Lead- North America,439 reviews
BNP Paribas,Vice President/ Assistant Vice President - Machine Learning Specialist (Data Scientist),"2,123 reviews"
Capgemini,Business Analyst,"5,578 reviews"
UBS,Data Scientist - Investment Bank,"1,540 reviews"
General Motors,Cadillac Data Scientist,"5,805 reviews"
NYU Langone Health,"Faculty, Healthcare Innovation Bridging Research Innovation and Design (HiBRID) Lab",462 reviews
Vettery,Receptionist,-
Galvanize,Instructor/AI WD,14 reviews
"Open Systems Technologies, Inc.",Machine Learning Research Scientist,33 reviews
AIG Philippines Inc.,Virtual Reality/ Animation Analyst,-
Vettery,Talent Executive,-
Bloomberg,Senior Machine Learning Engineer - Automation,629 reviews
Carat USA Inc.,"Associate, Insights",-
JP Morgan Chase,Principal Machine Learning Engineer - Executive Director,"19,910 reviews"
SiriusXM,"Manager, Content Operations",151 reviews
Schrödinger,Materials Science Applications Scientist,-
Newsela,Junior Data Scientist,8 reviews
New York Genome Center,"Bioinformatics Associate, Landau Lab",6 reviews
Bloomberg,Trading Research Quant,629 reviews
Google,"Data Scientist, Admin Support, Google Cloud","2,392 reviews"
Amazon.com,"Principal Specialist Sales, Database and Analytics","24,701 reviews"
Goldman Sachs,IMD - PWM Strats,"1,116 reviews"
Verizon,Data Scientist,"19,303 reviews"
Animoto,Data Science Intern,-
Carat,"Associate, Insights",95 reviews
"Two Sigma Investments, LLC.",Quantitative Research Associate,7 reviews
JP Morgan Chase,Senior Machine Learning Engineer (VP),"19,910 reviews"
"Two Sigma Investments, LLC.",Research Scientist,7 reviews
American Express,"Product Analyst, Customer 360","5,500 reviews"
Grubhub,Data Scientist II,242 reviews
JP Morgan Chase,Business Analysis,"19,910 reviews"
Tapestry,Data Scientist,27 reviews
NYU School of Medicine Population Health-Health In...,Developer II-Information Mgt,462 reviews
Facebook,"People Research Scientist, PhD Intern/Co-op - Fall 2018",344 reviews
Amazon.com,Software Developer Engineer,"24,701 reviews"
BuzzFeed,Data Scientist,26 reviews
Conde Nast,Data Scientist,233 reviews
Credit Suisse,"Research Analyst” to Research Analyst, QIS – Asset Management","1,164 reviews"
Bowery Farming,Assistant Controller,8 reviews
AIG Philippines Inc.,Business Analyst - Science,-
JP Morgan Chase,Machine Learning Developer - Software Engineering,"19,910 reviews"
Microsoft,Data & Applied Scientist,"4,486 reviews"
Comcast,Data Scientist,"11,334 reviews"
Goldman Sachs,FICC IRP - Quantitative Desk Strategist – Analyst/Associate – NYC,"1,116 reviews"
Ipsos North America,USPA - NLP Scientist,321 reviews
Fidelity Investments,Principal Data Scientist - Artificial Intelligence & Machine Learning,"2,836 reviews"
Bank of America,Quantitative Analyst/US Equity and Quant Strategy,"21,521 reviews"
Amazon.com,"Senior Specialist Sales, Database and Analytics","24,701 reviews"
Goldman Sachs,Personal Financial Management- Social Media Lead - Associate - New York,"1,116 reviews"
Bloomberg,Senior Machine Learning Engineer- Sales Intelligence,629 reviews
Goldman Sachs,Equities - Systematic Trading Strategies,"1,116 reviews"
JP Morgan Chase,CIB – Fixed Income Research – Securitized Products Models – Analyst,"19,910 reviews"
Amazon.com,Software Development Engineer - Amazon AI,"24,701 reviews"
Simons Foundation,"Flatiron Research Fellow, Genomics",4 reviews
Businesses UNITED TECHNOLOGIES CORP. HEADQUARTERS,DATA SCIENTIST,-
Amazon.com,"Sr. Software Developer, Amazon Fresh and Prime Now","24,701 reviews"
Goldman Sachs,FICC Technology - Futures - Client Onboarding,"1,116 reviews"
PlaceIQ,Data Scientist,7 reviews
Vettery,Staff Accountant,-
"Two Sigma Investments, LLC.",Legal Intern,7 reviews
Seaport Global Holdings LLC,Portfolio Scientist,-
AIG,Virtual Reality/ Animation Analyst,"2,546 reviews"
Loadsmart,Pricing Analyst,-
Tradeweb Markets LLC,Quantitative Analyst/Statistician for Tradeweb Direct,10 reviews
Software Technology Inc,Lead Data Scientist/Machine Learning Programmer - Full Time,-
Vettery,Strategic Finance Associate,-
AT&T,Advertising & Analytics - Market Research Analyst (AdCo),"29,106 reviews"
SGA,Machine Learning/ Data Analyst,32 reviews
State Street,Cloud Data Analyst - New York,"1,855 reviews"
"Amplify Education, Inc.",Data Scientist,5 reviews
Google,"Research Software Engineer, Google Brain","2,392 reviews"
AdTheorent,Data Scientist,-
Columbia University,Digital Platforms & Analytic Specialist,724 reviews
Dime Community Bank,Data Scientist,6 reviews
Axioma Inc.,Hybrid Fundamental/Statistical Equity Risk Models Intern,-
Bank of America,Senior Quantitative Analyst,"21,521 reviews"
FuelX,Junior Account Executive,-
Citi,Commodities Analyst,"13,834 reviews"
The Black Tux,"Showroom Associate (New York, NY)",4 reviews
1-800-Flowers.com,Business Analyst,213 reviews
Macy's,"Director, Data Science","25,220 reviews"
Mount Sinai,DATA SCIENTIST - SCIENTIFIC COMPUTING,"1,001 reviews"
JP Morgan Chase,Technology Control Officer,"19,910 reviews"
AIG,Business Analyst - Science,"2,546 reviews"
Amazon.com,Software Development Engineer - AWS AI,"24,701 reviews"
JP Morgan Chase,Applications Support,"19,910 reviews"
Orbital Insight,Energy Specialist,-
Publicis Media,Chief Technology Officer PeopleCloud/SPINE,12 reviews
Google,"Software Engineer, Accessibility","2,392 reviews"
EY,Quantitative Analyst - (FSRM)(QAS - Trading Book) (FSO) Manager (Multiple Positions),"5,232 reviews"
Bowery Farming,Part-Time Farm Operator,8 reviews
Northwestern Mutual Life Insurance Company,Data Scientist,"2,127 reviews"
Warby Parker,Data Scientist / Statistician,30 reviews
Farfetch,Data Scientist,-
AIG Philippines Inc.,Data Scientist Analyst JG19,-
Ipsos North America,USPA - Data Scientist,321 reviews
Turner,"Digital Data Analytics, Analyst",378 reviews
Goldman Sachs,Operations Engineering - Administrative Assistant,"1,116 reviews"
Quartet,Data Scientist,4 reviews
Goldman Sachs,IMD - Fixed Income Strats,"1,116 reviews"
Vettery,Customer Success Specialist,-
"Open Systems Technologies, Inc.",Machine Learning Developer,33 reviews
Vettery,Data Scientist,-
Google,Software Engineer,"2,392 reviews"
Goldman Sachs,FICC – Commodity Structuring Strats,"1,116 reviews"
NOKIA,Shared Spectrum in 5G Networks Intern,"3,315 reviews"
The New York Times,Data Editor,191 reviews
Dow Jones,"Data Scientist, Media Science Lab",163 reviews
Capital One,Data Visualization Data Scientist,"6,097 reviews"
Harry's,"Staff Engineer, Data",11 reviews
KPMG,"Associate, Data Scientist","4,383 reviews"
Amazon.com,"Principal Solutions Architect, Database & Analytics","24,701 reviews"
JP Morgan Chase,Production Support - Futures & Options Electronic Trading,"19,910 reviews"
NYC Office Of The Mayor,Research Manager,2 reviews
siberia.,Engineering Associate,2 reviews
"Two Sigma Investments, LLC.",Business Innovation and Growth- Analyst,7 reviews
Thornton Tomasetti.,CORE studio Data Science Intern,26 reviews
Goldman Sachs,IMD - Fundamental Equity and Direct Alternatives Strats,"1,116 reviews"
AIG,Data Scientist Analyst JG19,"2,546 reviews"
"Open Systems Technologies, Inc.",Machine Learning Data Scientist,33 reviews
AT&T,Inventive Scientist (Labs - Data Science and AI Research),"29,106 reviews"
Goldman Sachs,Cross Asset Strat,"1,116 reviews"
Weber Shandwick,Data Scientist - Bomoda,98 reviews
AppNexus,"VP, Data Science",9 reviews
Moody's Analytics,Assistant Director – Customer Intelligence,256 reviews
New York University,Administrative Data Research Facility (ADRF) Chief Technology Officer,687 reviews
Dotdash,Data Scientist,-
Vettery,Recruiter,-
Workbridge Associates,"Product Manager, AI and Machine Learning, Associate-Mid Level",40 reviews
JP Morgan Chase,Business Analyst,"19,910 reviews"
SUNY Downstate Medical Center,RESEARCH INSTRUCTOR (HS),125 reviews
"The Cadmus Group, Inc.","Analyst, Energy Services (Data Analyst)",-
Columbia University,Data Engineer,724 reviews
Amazon.com,Senior Technical Program Manager,"24,701 reviews"
Integral Ad Science,Data Scientist,3 reviews
The Princeton Group,PhD Artificial Intelligence/Machine Learning “Evangelist”,-
Marsh,Predictive Modeling Analyst,176 reviews
B&H Photo Video,Information Security Analyst-Level 2,46 reviews
Oliver Wyman,Predictive Modeling Analyst,26 reviews
Goldman Sachs,Equities - Sales Strategist – Quantitative Researcher,"1,116 reviews"
Aetna,Data Scientist,"3,251 reviews"
Bowery Farming,Strategic Finance Associate,8 reviews
"Topcon Medical Systems, Inc.",Image Processing Scientist,-
Axius Technologies,Machine Learning with Python,10 reviews
Annalect,Software Engineer - Summer Internship,7 reviews
"AbleTo, Inc.",Data Scientist,11 reviews
Sapient Global Markets,Data Scientist,39 reviews
AIG,Chief Data Officer,"2,546 reviews"
AIG Philippines Inc.,Chief Data Officer,-
AllianceBernstein,Data Scientist,56 reviews
GroupM,Director,88 reviews
Loadsmart,Carrier Sales,-
Service Employees International Union,Senior Database Specialist,2 reviews
TIAA,Quantitative Asset Modeler,633 reviews
JP Morgan Chase,"Project Execution - Technology, Client On-boarding","19,910 reviews"
JP Morgan Chase,Scrum Master,"19,910 reviews"
Mount Sinai,PROGRAMMER ANALYST II ARNHOLD INSTITUTE FOR GLOBAL HEALTH,"1,001 reviews"
NBCUniversal,Cyber Security Architect,"1,694 reviews"
Moody's Analytics,Assistant Director - Research,256 reviews
Agolo,Product Support Specialist,-
PwC,Innovation & Technology Emerging Tech Scout,"5,524 reviews"
New Jersey Institute of Technology,Assistant Professor,241 reviews
Mindshare,Marketing Sciences Associate,88 reviews
Suzy,VP Data & Insights,-
ITL USA,Data Scientist,3 reviews
"Open Systems Technologies, Inc.",NLP-Machine Learning Engineer,33 reviews
JP Morgan Chase,CIB QR - Quantitative Research Systematic Trading Researcher - VP,"19,910 reviews"
Bank of America,Wholesale Credit Technology Testing Executive,"21,521 reviews"
AppNexus,"Senior Software Engineer, Machine Learning",9 reviews
JP Morgan Chase,CIB QR - Quantitative Research - Rates Associate,"19,910 reviews"
Amazon.com,"Senior Solutions Architect, Database & Analytics","24,701 reviews"
Getty Images,Data Scientist,91 reviews
Goldman Sachs,Equities - Risk Management Strats,"1,116 reviews"
Goldman Sachs,Equities - Options Algos Strats,"1,116 reviews"
New York University,ADJUNCT FACULTY (Part-time) COMPUTER SCIENCE,687 reviews
Goldman Sachs,Equities -Cash Algos Strats,"1,116 reviews"
JP Morgan Chase,CIB- ROAR- Business Development–Assoc - New York,"19,910 reviews"
McKinsey & Company,"Solution Analyst - Healthcare Analytics & Delivery, New Ventures",361 reviews
Vettery,Marketing Associate,-
FuelX,Account Manager,-
"Open Systems Technologies, Inc.",Equities Machine Learning VP,33 reviews
Capital One,"Principal Associate, Data Scientist - Time Series","6,097 reviews"
McKinsey & Company,Data Science Translator - TMT Sector,361 reviews
TSR Consulting,Machine Learning/NLP Consultant,12 reviews
AdTheorent,Yield Manager,-
Bank of America,Corporate Investment Portfolio Manager,"21,521 reviews"
Loadsmart,Executive Assistant,-
American Express,Manager Assistant,"5,500 reviews"
Planned Parenthood,Associate Product Manager,942 reviews
NOKIA,2018 Summer Internship - Bell Labs,"3,315 reviews"
JP Morgan Chase,Block Chain Engineer,"19,910 reviews"
ITL USA,Consultant - Analytics Consulting,3 reviews
"Open Systems Technologies, Inc.",Applied Machine Learning Engineer,33 reviews
NYC Office Of The Mayor,Fiscal Analyst,2 reviews
BDO,Insurance Advisory Associate,928 reviews
Annalect,Data Scientist,7 reviews
Goldman Sachs,CCBD Technology - Quality Assurance Marcus - Analyst/Associate,"1,116 reviews"
Rockstar New York,Data Scientist,-
The New York Times,Data Scientist,191 reviews
NOKIA,Bell Labs Summer Intern - ASR,"3,315 reviews"
Vettery,Product Designer,-
The NPD Group,Checkout Classification Specialist,37 reviews
"Open Systems Technologies, Inc.",Machine Learning Engineer,33 reviews
Zeta Global,Account Manager,11 reviews
Teach For America,Data Scientist,285 reviews
AIG Philippines Inc.,Assistant General Counsel - Innovation Legal Group,-
Etsy,"Data Scientist, Analytics",30 reviews
Neuberger Berman,Data Scientist,59 reviews
FuelX,Account Executive,-
Goldman Sachs,Divisional Strats – Global Liquidity Product Strats,"1,116 reviews"
Goldman Sachs,"Equities, TechOps, UAT Strats","1,116 reviews"
Goldman Sachs,IMD (GSAM) - Alternative Investments & Manager Selection (AIMS) Strats,"1,116 reviews"
DEPT OF ENVIRONMENT PROTECTION,Data Warehouse Architect,29 reviews
JP Morgan Chase,CIB – Equities Exotics Algo Trader - Associate,"19,910 reviews"
Prescriptive Data,Product Manager,-
New York University,"Faculty, Integrated Digital Media",687 reviews
JP Morgan Chase,Production Support - Equities Electronic Trading,"19,910 reviews"
Simons Foundation,Bioinformatics Engineer,4 reviews
Dentsu Aegis Network,Head of Thought Leadership,114 reviews
adMarketplace,"Manager, Data Analytics",11 reviews
IntroPro,Lead Digital Consultant - North America,-
EEG Enterprises,Full Stack Developer,-
Goldman Sachs,Divisional Strats - Front Office Counterparty Risk,"1,116 reviews"
Deloitte,Data Science (Python) Consultant,"6,694 reviews"
Amazon.com,Software Development Engineer - Personalization,"24,701 reviews"
Interactive Brokers,Artificial Intelligence Engineer,23 reviews
Vettery,Account Manager,-
Goldman Sachs,Cross Asset Quantitative Strategist,"1,116 reviews"
JP Morgan Chase,Business Analyst/Project Manager,"19,910 reviews"
Bowery Farming,Farm Manager,8 reviews
Kantar Health,Senior Biostatistician,10 reviews
Aetna,Lead Analytics Consult.,"3,251 reviews"
Goldman Sachs,Systematic Trading Strategies - Sales Strats,"1,116 reviews"
Weight Watchers International,Data Scientist,327 reviews
Google,"Software Engineering Intern, PhD, Fall 2018","2,392 reviews"
Luxoft,Lead Digital Consultant - North America,52 reviews
Verizon,Predictive Analytics Manager,"19,303 reviews"
JP Morgan Chase,Red Team Operator,"19,910 reviews"
JP Morgan Chase,Quorum Blockchain Engineer,"19,910 reviews"
NYC Office Of The Mayor,Director of Intergovernmental Affairs,2 reviews
Goldman Sachs,FICC Workflow and Risk Platform Strats,"1,116 reviews"
JP Morgan Chase,Operational Readiness & Planning Improvements Lead,"19,910 reviews"
Goldman Sachs,Divisional Strats - Front Office Market Risk,"1,116 reviews"
OnDeck,Application Support Engineer,10 reviews
Microsoft,Technical Delivery Manager,"4,486 reviews"
Goldman Sachs,Consumer Finance - Decision and Data Scientist - Analyst/Associate - New York City,"1,116 reviews"
IBM,Design team Lead - Watson Health,"21,725 reviews"
Amazon.com,Sr. Systems Engineer/Solutions Architect,"24,701 reviews"
Dow Jones,"Data Science Lead, Editorial Lab",163 reviews
3Q Digital,Data Scientist,9 reviews
HOMER,iOS Team Lead,-
eBay Inc.,Research Engineer,"1,395 reviews"
Vertic,Sitecore Developer,-
Goldman Sachs,FICC Technology - Futures Mission Control,"1,116 reviews"
United Nations,INTERN - INFORMATION SYSTEMS & COMMUNICATION TECHNOLOGY [Temporary],487 reviews
Oracle,Client Insights Analyst - Moat,"3,952 reviews"
NBCUniversal,"Vice President, Solution Development - Decision Sciences","1,694 reviews"
Amazon.com,"Sr. Software Engineer, Catalog Item Relationships","24,701 reviews"
Novetta,Computer Vision & Image Processing Engineer,24 reviews
FactSet Research Systems,Lead Business Intelligence Analyst,370 reviews
Take-Two Interactive Software,Head of Sales Planning & Analytics,4 reviews
ConEdison,"Sr Specialist, Energy Efficiency - Analytics",293 reviews
JP Morgan Chase,Cyber Security Incident Response and Attack Analyst,"19,910 reviews"
IBM,Full Stack Developer - Advanced Analytics,"21,725 reviews"
Pall,Data Scientist IoT-SHA000706,290 reviews
Blue Apron,Technical Project Manager,401 reviews
CBRE,Data Scientist,"1,990 reviews"
Google,"Vertical Solutions Engineer, Google Cloud (Media and Entertainment)","2,392 reviews"
KOCH MINERALS,High Performance Computing Developer (EFT Analytics),5 reviews
Healthfirst,Sr. Strategic Data Analyst,548 reviews
DEPARTMENT OF SANITATION,"Director, Operations Research",90 reviews
Google,"Lead Technical Program Manager, Daydream","2,392 reviews"
McKinsey & Company,Data Scientist - Journey Analytics,361 reviews
Morgan Stanley,Software Developer - Business Intelligence,"2,614 reviews"
First Republic Bank,Quantitative Analyst,119 reviews
Aetna,Principal Data Scientist,"3,251 reviews"
Goldman Sachs,FICC - Commodities - Quantitative Sales Strategist,"1,116 reviews"
Morgan Stanley,Developer -VP,"2,614 reviews"
New York University,SIEM Engineer,687 reviews
JP Morgan Chase,Digital Data Scientist,"19,910 reviews"
Accenture,Emerging Technology AI Associate Manager,-
"Two Sigma Investments, LLC.",Procurement - Buyer,7 reviews
Hospital for Special Surgery,Data Engineer,262 reviews
Hofstra University,"Adjunct Faculty, Information Systems and Business Analytics",254 reviews
Conversion Logic,"Associate, Client Success",-
Capital One,"Principal Associate, Data Scientist","6,097 reviews"
Vettery,Director of Engineering,-
IBM,Lead Data Scientist,"21,725 reviews"
Investment Technology Group (ITG),Exchange and Vendor Relationship Manager,9 reviews
Elsevier,"VP, Data Science",469 reviews
Nuveen,Marketing Analytics Analyst,41 reviews
FairyGodBoss,Data Engineer,-
Deloitte,Internet of Things (IoT) Solution Developer - Consultant,"6,694 reviews"
Bowery Farming,Front End Engineer,8 reviews
Boxed,VP of Data Science,10 reviews
Rockstar New York,Security Data Scientist,-
Avani Tech Solutions,"Position;29, 30 : DataStage Developer",3 reviews
Goldman Sachs,Equities - Electronic Trading / DevOps Strats,"1,116 reviews"
JP Morgan Chase,CIB QR - Quantitative Research - Rates VP,"19,910 reviews"
Nielsen,Data Scientist,"1,866 reviews"
Success Academy Charter Schools,Data Architect,80 reviews
DigitasLBi,Lead Data Scientist,149 reviews
"Open Systems Technologies, Inc.",Java Machine Learning Developer,33 reviews
International Flavors and Fragrances,Data Analyst,104 reviews
KPMG,"Senior Associate, Blockchain Solutions","4,383 reviews"
Morgan Stanley,NLP/ML Data Engineer,"2,614 reviews"
Amazon.com,Software Development Engineer - Content Automation - Amazon Prime Video,"24,701 reviews"
Marsh,Workforce Strategy and Analytics – Senior Analyst,176 reviews
NYC Office Of The Mayor,Communications Manager,2 reviews
Bluecore,Senior Data Scientist,3 reviews
Tapestry,"Director, Data Science (ML & AI) - Data Labs",27 reviews
Goldman Sachs,Technology Management & Strategy - BCP - Business Resilience,"1,116 reviews"
Zeta Global,Senior Global Strategy Consultant,11 reviews
Amazon.com,Senior Software Engineer - Amazon AI,"24,701 reviews"
Bloomberg,SRE - Data and Analytics Infrastructure,629 reviews
Healthfirst,Data Analytics Engineer,548 reviews
Merkle Inc.,Lead Analyst-Digital Analytics,131 reviews
Avani Tech Solutions,Position- 81: COGNOS Developer,3 reviews
Businesses UNITED TECHNOLOGIES CORP. HEADQUARTERS,DATA ENGINEER,-
McKinsey & Company,Expert - Risk Analytics,361 reviews
Farfetch,Software Engineer,-
Goldman Sachs,Personal Financial Management - Decision and Data Scientist - Associate/Vice President- New York City,"1,116 reviews"
Betterment LLC,"Data Analyst, Marketing",-
Essence,Analytics Supervisor,6 reviews
OUTFRONT media,Data Scientist/Engineer,107 reviews
Goldman Sachs,Equities - Structuring & Sales Strats,"1,116 reviews"
Goldman Sachs,Consumer Finance - Decision and Data Scientist - Associate/Vice President - New York City,"1,116 reviews"
"Open Systems Technologies, Inc.",Machine Learning Data Engineer,33 reviews
"Topcon Medical Systems, Inc.",Research Scientist Engineer,-
Goldman Sachs,Personal Financial Management - Growth Marketing- Associate - New York,"1,116 reviews"
Google,"Technical Program Manager, G Suite Ops Assurance, Technical Lead","2,392 reviews"
AIG,Assistant General Counsel - Innovation Legal Group,"2,546 reviews"
Goldman Sachs,FICC - Flow Credit Strats,"1,116 reviews"
"Starz Entertainment, LLC","Vice President, Business Intelligence & Data Science",5 reviews
Feedzai,VP Sales Issuing,-
Redfish Technology - High Tech Executive Recruiter...,"Expert Services Engineer Next Generation Cognitive Computing (NLP, Machine Learning)",-
KPMG,"Associate, Data Scientist/Statistics -- Financial Services","4,383 reviews"
Google,"Developer Programs Engineer, Cloud IoT Core","2,392 reviews"
Kantar Millward Brown,Analyst - Marketing/Data Science,17 reviews
NIKE INC,"Director, Member Data Science","5,839 reviews"
JP Morgan Chase,Global Cybersecurity Operations - Threat Intelligence –Threat Modeling Analyst,"19,910 reviews"
Temboo,Engineer,-
KPMG,"Associate, Advanced Analytics Modeler","4,383 reviews"
"Two Sigma Investments, LLC.",Business Innovation and Growth Manager,7 reviews
EXL,"Analytics Consultant II, Decision Analytics","1,155 reviews"
Betterment LLC,"Data Scientist, Product",-
FactSet Research Systems,Financial Engineer,370 reviews
