company,job,number_of_evaluations
Improbable,"Research Scientist, Enterprise",-
Imperial College London,Research Assistant /Associate in Computer Vision and Pervasive Sensing,108 reviews
Harnham,MACHINE LEARNING ENGINEER,-
PwC,Forensics-Data Analyst,"5,524 reviews"
AI-Adam,"Senior Data Scientist - Statistics, Machine Learning, Python, SQL",-
AIG,Deep Learning Engineer,"2,546 reviews"
Morgan Stanley,Equity Strat / Quantitative Data Scientist - Associate,"2,614 reviews"
Travelex,Junior Data Scientist,464 reviews
Investment Technology Group (ITG),FIX Certification Analyst,9 reviews
Salt Recruitment,Data Analyst – Machine Learning,2 reviews
SEGA European Head Office,Data Scientist,-
Cerner Corporation,Data Scientist,951 reviews
City University London,Post-doctoral Research Fellow,19 reviews
Intuit,Interaction Designer Intern,"1,009 reviews"
Mintel,Data Scientist,15 reviews
Playtech,Data Scientist,8 reviews
Soma Analytics,Data Science Intern,-
Templeton and Partners,NEW PERMANENT OPPORTUNITY - Data Scientist - London,-
Investment Technology Group (ITG),Quantitative Analyst,9 reviews
Turner,Games Analyst - Big Pixel Studios,378 reviews
PERFORM Group,Data Scientist (UK 1621),31 reviews
Templeton and Partners,PERMANENT OPPORTUNITY - Data Scientist - London,-
Investment Technology Group (ITG),Junior Software Developer,9 reviews
SEGA,Data Scientist,18 reviews
Investec,Graduate – Analytics,31 reviews
GroupM EMEA,Data Scientist,-
Carbon Credentials Energy Services Limited,Junior Programmer,-
Zopa,Data Scientist,3 reviews
Client Server,C++ Developer - Machine Learning NLP,2 reviews
Barclays,Quant Analyst,"3,971 reviews"
Gazprom Marketing & Trading,Data Scientist,6 reviews
Imperial College London,2 x Research Associate in Verification of Learning-enabled Cyber-physical Systems,108 reviews
Harnham,SENIOR MACHINE LEARNING SCIENTIST,-
Amazon.com,Software Development Engineer - Various Locations,"24,701 reviews"
Google,Software Engineer,"2,392 reviews"
Medialab,Data Scientist,5 reviews
EDF Trading,Junior Power Analyst,"1,124 reviews"
EY,"AI/Machine Learning, Data Analytics, Manager- FS Advisory","5,232 reviews"
Microsoft,Data & Applied Scientist,"4,486 reviews"
G-Research,Data Scientist,2 reviews
JP Morgan Chase,"CIB QR - Quantitative Research, Equities - Associate/VP","19,910 reviews"
McKinsey & Company,Data Scientist - QuantumBlack,361 reviews
Expedia,Data Scientist - Customer Economics,591 reviews
Gazprom,DATA SCIENTIST,27 reviews
analytic.ai,Graduate Software Developer (AI / Machine Learning),-
Harnham,MACHINE LEARNING ENGINEER - NLP/SENTIMENT ANALYSIS,-
Electus Recruitment Solutions Ltd,Machine Learning Engineer,-
Bank of America,Algo Quant Strat,"21,521 reviews"
JP Morgan Chase,Application Support – Associate - London,"19,910 reviews"
Michael Page UK,Machine Learning Engineer. Proof of Concept. FinTech,32 reviews
Microsoft,Data Scientist,"4,486 reviews"
Imperial College London,Research Assistant / Associate in Performance Optimisation of Digital Media Workflows,108 reviews
Expedia,"CONTRACT - Software Engineer (Java, Big Data, Machine Learning)",591 reviews
Citi,Quantitative Analyst,"13,834 reviews"
JP Morgan Chase,Applications Development,"19,910 reviews"
Inmarsat,Network Intelligence Engineer,28 reviews
Notonthehighstreet.com,Data Scientist,7 reviews
thetrainline,Data Scientist,-
Guardian News & Media,Data Scientist,3 reviews
Luxoft,Data Scientist,52 reviews
BGL Group,Data Scientist,71 reviews
Huckletree,COMMUNITY INTERNS,-
Vertus Partners,Data Scientist - Machine Learning / Python - Banking,-
Improbable,"Senior Product Manager - Machine Learning, Enterprise",-
Celtra Inc.,Data Scientist,-
Merkle Periscopix,Data Scientist,-
Clifford Chance London Limited,Intelligence Analyst,-
Real Time Recruitment Solutions,Computer Vision/Machine Learning Engineer London,-
UBS,Innovation Prototype Developer,"1,540 reviews"
dnata,Data Scientist,280 reviews
GroupM EMEA,Analyst,-
Aspire Data Recruitment,Machine Learning Engineer,-
Ministry of Justice,Court Usher/Admin Assistant,310 reviews
Kier Group,Data Scientist,90 reviews
Sparks Grove,Consultant,5 reviews
Premier Group Recruitment,Data Scientist (Machine Learning/Neural Networking),51 reviews
Liberty Global,Data Scientist,30 reviews
QxBranch,Data Scientist,-
Vitality,Data Scientist,34 reviews
Templeton and Partners,Data Scientist - Contract - London - Rate to be confirmed - ASAP,-
Tesco,Principal Data Scientist - Deep Learning,"11,678 reviews"
Soma Analytics,Marketing Intern,-
Reqiva,MACHINE LEARNING ENGINEER,-
Diaverum,Dialysis Assistant,19 reviews
Ocado,Graduate Programme - Retail,369 reviews
UBS,Data Scientist,"1,540 reviews"
CitySprint,Business Intelligence Developer,79 reviews
Medidata Solutions,Principal - Data Science & Machine Learning (Innovation Labs),30 reviews
Barclays,Legal Counsel - BUK Ventures,"3,971 reviews"
State Street,eFX Quantitative Analyst,"1,855 reviews"
Astex Pharmaceuticals,"Postdoctoral Research Associate, Sustaining Innovation",3 reviews
Expedia,"Analyst, Customer Analytics",591 reviews
EY,"AI/Machine Learning, Data and Analytics, Manager- FS Advisory","5,232 reviews"
Credit Suisse,"Global Markets (Equities) AES Quantitative Analyst, ANL/ASO, London,","1,164 reviews"
JP Morgan Chase,Cyber Assessments Vendor QA,"19,910 reviews"
Aflete,Python Machine Learning Developer,-
Investment Technology Group (ITG),Application Support Analyst,9 reviews
JP Morgan Chase,"CIB QR - Quantitative Research, Systematic Trading - Automated Trading Strategies (ATS) – Associate","19,910 reviews"
Oracle,Data Scientist 4,"3,952 reviews"
IHS Markit,Explore the possibilities,210 reviews
Babylon Health,BI Data Scientist,-
Bird & Bird,Online Consultant,4 reviews
Expedia,"Data Scientist, Merchandising",591 reviews
PPHE Hotel Group,Assistant Engineer,-
Babylon Health,Research Engineer,-
Reqiva,SENIOR MACHINE LEARNING ENGINEER,-
Zebra Technologies,Graduate Program - User Experience,232 reviews
Mudano,Customer Facing Data Scientist,-
Brave Software Inc.,Security Researcher,-
RBS,Software Engineer,"2,783 reviews"
JP Morgan Chase,C++ Software Enngineer - Smart Order Routing - Equities,"19,910 reviews"
Aviva,Data Scientists (Customer Science),825 reviews
KPMG UK,Data Scientist - KPMG Lighthouse,"4,383 reviews"
BAE Systems Applied Intelligence,Data Scientist,45 reviews
Willis Towers Watson,Commercial Lines Pricing Consultant,693 reviews
Monzo,Backend Engineer,-
BRITISH SKY BROADCASTING GROUP,Data Scientist,98 reviews
JP Morgan Chase,Cyber Security Incident Response/Attack Analysis - Shift Lead,"19,910 reviews"
University of London,Office Manager - Permanent position,15 reviews
State Street,Quantitative Analyst - Professional Development Programme 2018,"1,855 reviews"
Google,"Software Engineering Intern, PhD 2018","2,392 reviews"
Hiscox Ltd,Industry Internship in Natural Catastrophe Risk,-
University College London,Research Associate - Cognitive Chemical Manufacturing,111 reviews
ECM Selection,"VP Technology, NLP and Machine Learning",-
Digitech Resourcing Ltd,Data Scientist,-
Zopa,Data Analyst,3 reviews
Hudson IT,Certification Analyst,181 reviews
Twitter,Data Scientist,55 reviews
HCT Group,London red bus drivers,8 reviews
UBS,Innovation Solution Developer,"1,540 reviews"
Harnham,MACHINE LEARNING DATA SCIENTIST,-
Apple,"Data Scientist, Apple Media Products","5,529 reviews"
Barclays,AVP| BUK Innovation Engineer,"3,971 reviews"
Bank of America,Quantitative Finance Analyst,"21,521 reviews"
Soma Analytics,DevOps Intern,-
Resource Flow,"Data Scientist, Machine Learning, AML, KYC, Financial Services",-
Worldpay,Data Scientist - Consumer Insights,166 reviews
Centrica,Data Scientist,"1,039 reviews"
McLaren,C# / .NET Backend Developer,56 reviews
McLaren,Simulation Engineer,56 reviews
Maana,Customer Solutions Analyst (London),-
PredictX,Data Scientist,-
Templeton and Partners,Data Scientist,-
Spotify,Data Scientist,33 reviews
Goldman Sachs,Merchant Banking Engineering – Quantitative Financial Engineer - London,"1,116 reviews"
Domestic & General,Group Compliance Monitoring Officer,66 reviews
kdr Recruitment,Senior Data Scientist – Machine Learning,-
PwC,London Top Tier - Customer Analytics,"5,524 reviews"
CACI Limited,Data Scientist/Analyst,-
Nationwide Platforms,Transport Planner,15 reviews
Amazon.com,Blockchain Prototyping Architect/Developer,"24,701 reviews"
Goldman Sachs,"Investment Banking Division, Equity Capital Markets Strats, Analyst / Associate, London","1,116 reviews"
JP Morgan Chase,Software Engineer - Commodities Athena,"19,910 reviews"
Secret Intelligence Service,Software Engineering Graduates,-
Imperial College London,Research Associate in High Energy Physics,108 reviews
Opus Recruitment Solutions,Deep Learning Scientist,-
Roche,Data Scientist - PHC Analytics,"1,541 reviews"
Harnham,MACHINE LEARNING ENGINEER - PRICING,-
RBS,Scrum Master,"2,783 reviews"
PwC,Consulting - Senior Associate – Advanced Analytics,"5,524 reviews"
Business Data Quality,Developer,-
Secret Intelligence Service,Software Engineering Specialists – Part Time,-
BlackRock,Quant Developer,311 reviews
UBS,e-STIR Data Scientist,"1,540 reviews"
Brolly,Full-stack Engineer,-
Ocado,Graduate Programme- Finance,369 reviews
Snap Inc.,Research Engineer,4 reviews
Deutsche Bank,Lead Engineer – Machine Learning/Deep Learning Engineering,"2,058 reviews"
E-Resourcing,Senior Machine Learning Engineer,-
Bloomberg,Automated Language Processing & Classification Analyst - Italian,629 reviews
North Highland,Consultant - Creative Consulting,41 reviews
Moogsoft,Performance Engineer,-
JP Morgan Chase,Python Software Engineer - Equities Risk & Structuring,"19,910 reviews"
Apple,Metal Ecosystem Development Engineer,"5,529 reviews"
AppZen,Presales Consultant,-
Cognizant,Transformation Programme Manager (Artificial Intelligence) – London,"9,959 reviews"
AIG,Visual Designer,"2,546 reviews"
Reqiva,SENIOR MACHINE LEARNING ENGINEER PHD,-
Elliptic,Executive Assistant,-
Allianz Global Assistance,Permanent,61 reviews
Taboola,Solution Manager - EMEA,3 reviews
Babylon Health,Member Experience Operations Lead,-
SG CIB,Fixed-Income Trader Assistant Trainee,"1,400 reviews"
Argos,Junior UI Product Designer,"2,483 reviews"
CAPCO,Financial Crime Transformation Consultant,92 reviews
JP Morgan Chase,Infrastructure & Operations DevOps Engineer - Rates eTrading,"19,910 reviews"
MVF,Head of CRO,-
onezeero,Data Scientist - Research / Python / R,-
Reqiva,MACHINE LEARNING ENGINEER SECURITY,-
Alibaba,Alibaba Cloud Data Scientist London,15 reviews
Michael Page UK,Senior Machine Learning Manager,32 reviews
HSBC,Data Scientist - Commercial Banking,"9,939 reviews"
MVF Global,Head of CRO,5 reviews
Harnham,DATA SCIENTIST - MACHINE LEARNING LAB,-
dunnhumby,Senior Data Scientist,31 reviews
Dassault Systèmes,"Solution Consultant, EXALEAD",175 reviews
Reqiva,MACHINE LEARNING ENGINEER WEB SECURITY,-
IQVIA,"Senior Data Scientist & Machine Learning Manager, RWAS Technology",95 reviews
Inspiring Interns,Learning & Development Consultant,4 reviews
JP Morgan Chase,GUI C# WPF Software Engineer - Equities,"19,910 reviews"
Government Digital Service,Head of Product,-
Durlston Partners,Python Engineer,-
Harnham,DATA SCIENTIST (DEEP LEARNING),-
PCR Digital,Data Architect,-
moneysupermarket.com,Senior Customer Scientist,6 reviews
Investment Technology Group (ITG),Software Developer,9 reviews
Babylon Health,Solutions Consultant,-
Google,"Interaction Designer, Site Reliability","2,392 reviews"
Microsoft,Software Engineer - Office Intelligence,"4,486 reviews"
Goldman Sachs,Operations Engineering - Executive Assistant - London,"1,116 reviews"
Apple,GPU Performance Engineer,"5,529 reviews"
GroupM,EMEA Head of Programmatic Services,88 reviews
Harnham,DATA SCIENCE CONSULTANT – SCALEABLE MACHINE LEARNING SOLUTIONS,-
EY,Forensic Data Analytics Associate - London,"5,232 reviews"
IQVIA,Data Analytics Mgr,95 reviews
SoulTek,Client Facing Data Scientists,-
Apple,Software Engineer,"5,529 reviews"
Reed Business Information,Data Specialist,49 reviews
Parity Professionals,NLP Applied Research Scientist,2 reviews
AIG Philippines Inc.,Visual Designer,-
EY,"AI/Machine Learning, Data and Analytics, Senior Manager- FS Advisory","5,232 reviews"
FACEIT,Data Analyst,2 reviews
moneysupermarket.com,Principal Data Scientist,6 reviews
PA Consulting Group,Consultant – Business Intelligence & Analytics,45 reviews
JP Morgan Chase,Python Software Engineer - Equities Athena,"19,910 reviews"
Avanade,"Grp Mgr, Analytics",185 reviews
Avanade,"Mgr, Analytics",185 reviews
Goldman Sachs,"Securities, Quant Researcher / Trader, Associate/VP, London","1,116 reviews"
BRITISH SKY BROADCASTING GROUP,Technical Implementation Ops Specialist,98 reviews
Babylon Health,NLP Software Engineer,-
Michael Page UK,Graduate Data Scientist,32 reviews
Man,Solutions,27 reviews
Moogsoft,IT Operations Engineer,-
EXPERIAN,Developer In Test,786 reviews
Lusiv Limited,Full-stack CTO & Co-founder at concierge app,-
State Street,"eFX Quantitative Analyst, AVP","1,855 reviews"
M&G Group,Quantitative Analyst / Developer,-
Gresearch,Researcher,-
JP Morgan Chase,CIB – Data Science – Data Scientist - Associate,"19,910 reviews"
Amazon.com,Software Development Engineer,"24,701 reviews"
Gazprom,DEVOPS ENGINEER,27 reviews
Lloyds Banking Group,Head of New Business Exploration,"1,260 reviews"
Domestic & General (D&G),Group Compliance Monitoring Officer,-
The Institute of Cancer Research,Post-doctoral Training Fellow - Image analysis,6 reviews
HS Consulting,C++ Quant Developer London + Excellent Benefits,-
Direct Line Group,Senior Data Scientist,316 reviews
Enterprise Recruitment Limited,Graduate Software Engineer – Machine Learning £40k,3 reviews
Mudano,Data Engineer,-
Notonthehighstreet.com,iOS Engineer,7 reviews
University of Hertfordshire,Apprentice (Engineer) Technical Officer,64 reviews
Fitch Ratings,IT Developer,62 reviews
Mencap,Camberley & Farnham,315 reviews
Barclays,Legal Counsel - Ventures & Corporate AVP,"3,971 reviews"
Metro Bank PLC,Quantitative Risk Manager,17 reviews
XR Trading LLC,Experienced Quantitative Trader - London,4 reviews
Argus Media,VBA/R Data Developer,17 reviews
MVF Global,CRO Director,5 reviews
Templeton and Partners,Blockchain Developer,-
Jefferson Frank,Data Architect,-
Goldman Sachs,Technology Management & Strategy - Administrative Assistant - London,"1,116 reviews"
Deutsche Bank,Lead Data Scientist - Duplicate,"2,058 reviews"
ThoughtWorks,Lead Data Scientist,59 reviews
Man,Man AHL Liquid Strategies,27 reviews
IHS Markit,"Principal Analyst, Liquid Bulk Markets",210 reviews
JP Morgan Chase,Python Software Engineer - Rates Technology,"19,910 reviews"
KPMG UK,Financial Crime Data Analyst - FS Consulting,"4,383 reviews"
Next Step Systems,"Junior Quantitative Trader - London, England",-
Imagination Technologies,Vision and AI Research Engineer - Summer Placement,19 reviews
Insider,Country Manager,49 reviews
InterQuest Group,Junior Data Scientist,2 reviews
Babylon Health,[Contract] - AI Software Engineer,-
Man,GLG Quant Developer,27 reviews
JP Morgan Chase,KDB Software Engineer - Analyst,"19,910 reviews"
Nigel Frank International Limited,Data Science - SQL - Python - Machine Learning - London - GBP50k,41 reviews
Babylon Health,Tech Copywriter (3-6 months contract),-
Argus Media,AI/AM Lead,17 reviews
Notonthehighstreet.com,Data Engineer,7 reviews
Farfetch,Lead Data Scientist - Recommendations,-
Google,"Events Lead, Field Marketing, Google Cloud","2,392 reviews"
Moogsoft,Support Engineer,-
"Marriott International, Inc",C&B Talent Specialist (30 hour contract),-
Risk Management Solutions,"Modeler, Cyber RIsk",12 reviews
MVF,CRO Director,-
Avanade,Data Scientist,185 reviews
Harnham,DATA SCIENCE LEAD - ADVANCED MACHINE LEARNING,-
LV=Careers,Senior Data Scientist,25 reviews
Durlston Partners,Python Developer,-
Babylon Health,Customer Support Team Lead (Night Shifts),-
Chubb,"SVP A&H CLAIMS, COG",238 reviews
The Institute of Cancer Research,Genomics Statistician/Analyst,6 reviews
Man,Equities Quantitative Developer,27 reviews
Babylon Health,Knowledge Engineer - AI Cognition,-
Risk Management Solutions (RMS),"Modeler, Cyber RIsk",7 reviews
JP Morgan Chase,"C# WPF Software Engineer, VP","19,910 reviews"
Yelp,Software Engineer - Distributed Systems (London),298 reviews
BJSS,BI Developer,-
Cognitive Scale,ML Engineer,-
Google,"Vertical Solutions Engineer, Media and Entertainment, Google Cloud","2,392 reviews"
BBOXX,IT Support Officer,3 reviews
Bank of America,Senior Quantitative Financial Analyst,"21,521 reviews"
Moogsoft,Infrastructure Engineer,-
SG CIB,"Compliance Officer, Capital Markets Surveillance COO","1,400 reviews"
Cognizant,DMP Consultant,"9,959 reviews"
BBOXX,Python Developer/Data Engineer,3 reviews
Brolly,Backend Engineer,-
University of Hertfordshire,Professor of Artificial Intelligence,64 reviews
PA Consulting Group,Principal Consultant- Operational Excellence,45 reviews
HIRE STATION,APPRENTICE FITTER,17 reviews
Immediate Media Co London Ltd,Apprentice Data Analyst,-
EY,Consultant – EAC Blockchain Solution Developer,"5,232 reviews"
Google,Software Engineering/Site Reliability Engineering Intern 2018,"2,392 reviews"
Ocado,Embedded Software Developer (Robotics and Autonomous Systems),369 reviews
Imagination Technologies,Vision & AI Test Engineer,19 reviews
PERFORM Group,Data Architect (UK 1011),31 reviews
The App Business,Software Engineer,-
HomeAway,Operational Excellence Coach,106 reviews
BCG Digital Ventures,Lead Data Scientist,4 reviews
Shop Direct,Lead Data Scientist,209 reviews
Babylon Health,Product Management - AI,-
Harnham,DATA SCIENTIST,-
State Street,Cloud Data Analyst,"1,855 reviews"
NSI Bluefin,Data Scientist,-
PwC,"Graduate, Technology, Forensic Data Analytics, London, 2018","5,524 reviews"
JP Morgan Chase,KDB Software Engineer - Associate,"19,910 reviews"
JP Morgan Chase,Python Software Engineer - Athena Business Strats,"19,910 reviews"
JP Morgan Chase,Python Software Engineer - Rates Tech,"19,910 reviews"
NTT Data UK,AI Consultant - Digital,7 reviews
JP Morgan Chase,Software Engineer - Equities Trading - Asset Managment,"19,910 reviews"
Bud,Data Architect,4 reviews
Konnektis,Chief Technology Officer,-
Farfetch,Lead Data Scientist - Innovation,-
Institute of Physics,Data Insights Manager,10 reviews
JP Morgan Chase,Equities Applied Trading Technology Engineer,"19,910 reviews"
Sentient,UX/Frontend developer,-
Sainsburys,Analytics Manager,"6,330 reviews"
Wunderman,Lead Data Scientist,187 reviews
Elsevier,Lead Data Scientist,469 reviews
McKinsey & Company,Principal Data Scientist - QuantumBlack,361 reviews
Kindred Group,Principal Data Scientist,3 reviews
Expedia,"Analytics Manager, Predictive Analytics",591 reviews
dunnhumby,Senior Data Scientist - Partnerships,31 reviews
Bud,UI Developer,4 reviews
EE,Advanced Analytics Manager,261 reviews
WorldRemit,Full Stack Developer,5 reviews
Peltarion,Developer Advocate,-
PwC,Risk Assurance - Customer Analytics - Associate,"5,524 reviews"
Argos,Graduate Software Development Engineer,"2,483 reviews"
Harnham,JUNIOR DATA SCIENTIST - PREDICTIVE ANALYTICS,-
Mudano,Management Accountant,-
Farfetch,Lead Data Scientist - Experimentation,-
Moogsoft,Cloud Engineer,-
BJSS,Business Analyst,-
BGL Group,"Application Architect, Microservices",71 reviews
Harnham,QUANTITATIVE RESEARCHER,-
Oho Group,Junior Networking Engineer,-
Mint Selection,Senior Quant (Quantitative Analyst),-
Soho Strategy,Technical Lead,-
CAPCO,Capco Next Generation Technology Fellowship,92 reviews
Imagination Technologies,Senior Research Engineer - Vision,19 reviews
Digitech Resourcing Ltd,Python Engineer,-
Eaglecliff,Developer,-
Unomaly,Sales Engineer - UK,-
Microsoft,Lead Data Scientist,"4,486 reviews"
GroupM,Senior Data Scientist,88 reviews
CGG,Graduate High Performance Computing Engineer,95 reviews
Frimley Health NHS Foundation Trust,Librarian,10 reviews
Goldman Sachs,"Securities, FAST FICC, Associate, London","1,116 reviews"
Quantcast,"Software Engineer, New Graduate 2018",12 reviews
CAPCO,Data Management,92 reviews
KPMG UK,Data Scientist - Financial Crime,"4,383 reviews"
Cognizant,"Change Management Consultant, Digital Strategy Consulting","9,959 reviews"
Chosen AI,Data Scientist,-
Expedia,Technology Lead (Data Capture & ML),591 reviews
Ocado,Data Engineer,369 reviews
Frimley Health NHS Foundation Trust,Phlebotomist,10 reviews
Modis,Junior Data Scientist,501 reviews
Moogsoft,Solutions Consultant,-
RBS,Lead Engineer,"2,783 reviews"
Moogsoft,Software Engineer,-
Cognitive Scale,Solution Architect,-
thetrainline,Digital Analyst - International,-
Bud,Android Developer,4 reviews
Babylon Health,Solutions Project Manager,-
InterQuest Group,Data Scientist,2 reviews
UBS,ServiceNow Administrator/Infrastructure Specialist,"1,540 reviews"
Forward3D,Software Developer,5 reviews
Kae,Senior Consultant Analyst,2 reviews
Mint Selection,Senior Data Scientist,-
Argos,Software Development Engineer - Forecasting Team,"2,483 reviews"
BJSS,Senior Data Scientist,-
Lloyds Banking Group,Auditor - IT General Controls,"1,260 reviews"
Stott & May Professional Search Limited,Data Scientist,-
JP Morgan Chase,Web Software Engineer – Associate – London,"19,910 reviews"
Beauhurst,Full Stack Web Developer,-
JP Morgan Chase,"Head of Development - Asset Management (Global Research, Equities), London","19,910 reviews"
Aspire Data Recruitment,Data Scientist - Entry Level,-
Amazon.com,Software Development Manager,"24,701 reviews"
BRITISH SKY BROADCASTING GROUP,OTT Architect,98 reviews
TomTom,Expert Mobile App Developer,41 reviews
Mudano,JavaScript Engineers,-
Salt Recruitment,Data Scientist,2 reviews
PERFORM Group,Senior Data Scientist (UK 1622),31 reviews
LogMeIn,Senior Customer Relationship Manager,42 reviews
Mountain Warehouse,.Net Developer,145 reviews
Workshare,Director of Customer Success - EMEA,7 reviews
Forcepoint,Forward Deployed Software Engineer,86 reviews
JP Morgan Chase,Lead Kubernetes/Docker Engineer - Athena Core,"19,910 reviews"
JP Morgan Chase,Python Software Engineer - FX - Front Office Athena,"19,910 reviews"
HP,Augmented Reality Software Engineer,"10,260 reviews"
Goldman Sachs,FICC Tech SMM eDealing Frontline - London,"1,116 reviews"
JP Morgan Chase,Software Engineer- Java,"19,910 reviews"
TIBCO Software,Senior Data Scientist,29 reviews
Colt Technology Services,IT Solution Architect,163 reviews
JP Morgan Chase,Front End Software Engineer - Equities,"19,910 reviews"
Tesco,Data Scientist (Supply Chain Transformation),"11,678 reviews"
Cognizant,Internet of Things- Solution Architect,"9,959 reviews"
Imperial College London,Senior Strategic Teaching Fellow in Data Science,108 reviews
Funding Circle UK,Software Engineer,-
AppZen,Sales Development Representative (SDR),-
CAPCO,Next Generation Technology Consultant - Digital,92 reviews
Man,AHL Data Technologist,27 reviews
AIG Philippines Inc.,QA Engineer- AIG Science,-
Templeton and Partners,Senior Data Scientist,-
Unruly Ltd,Data Engineer,-
Adaptive Lab,Senior Technologist,-
GfK,Security Architect,125 reviews
Barclays,Strategy Analyst – Rewards & Access,"3,971 reviews"
BrightTALK,Dev Ops Engineer,6 reviews
QxBranch,Software Engineer,-
KPMG UK,Data Analytics Assistant Manager - Unstructured Data,"4,383 reviews"
KAINOS SOFTWARE LTD,Data Engineer,-
BJSS,Data Engineer,-
Avanade,Business Analyst,185 reviews
JP Morgan Chase,"CIB QR – Quantitative Research, Market Risk Methodology – Associate/VP","19,910 reviews"
Mimecast,Messaging Security Engineer,11 reviews
