company,job,number_of_evaluations
Facebook,"Data Scientist, Analytics – Instagram Live Infra",344 reviews
Clarivate Analytics,Data Scientist,27 reviews
Nektar,Summer Intern (Research Biology- In Vitro Science),2 reviews
C3 IoT,Data Scientist,-
Castle Global,Data Scientist,-
Strava,Data Scientist,-
Electronic Arts,Data Scientist (eCommerce),385 reviews
Talkdesk,Data Analyst,4 reviews
Uber,Behavioral Data Scientist,479 reviews
"BDO USA, LLP",Data Privacy Consultant,928 reviews
LeapYear,Data Scientist,-
ThirdLove,Data Scientist,16 reviews
Lawrence Berkeley National Laboratory,Data Scientist,120 reviews
Google,Student Research Collaboration,"2,391 reviews"
Near,Data Scientist,-
Tubi TV,Data Scientist,-
Rally Health,"Data Scientist, Marketing",8 reviews
"Williams-Sonoma, Inc.","Data Analyst, Consumer & Business Insights","1,538 reviews"
Coupa Software,Data Scientist,4 reviews
Collective Health,Data Science Engineer,7 reviews
University of California Berkeley,"Data Analyst, SPH",239 reviews
Ahrefs,Data Scientist (Big Data Analytics),-
Amazon.com,Research Manager - Machine Learning,"24,699 reviews"
Amazon.com,Design Researcher,"24,699 reviews"
Allstate,Data Science Manager,"5,227 reviews"
Pacific Gas And Electric Company,"Data Scientist, Career, Strategic Data Science Team, Strategy & Analytics Division",541 reviews
Blue Shield of California,Health Data Analyst IV,504 reviews
Apple,Software Engineer - Apple Media Products Data Engineering,"5,529 reviews"
Omada Health,Data Analyst (Commercial),5 reviews
Ultimate Software,"PRODUCT MANAGER, DATA SCIENCE",182 reviews
ThirdLove,Data Science Engineer,16 reviews
Uber,Data Science Manager - Search and Places,479 reviews
Uber,Analytics & Insights Data Analyst,479 reviews
University of California Berkeley,Research Data Analyst,239 reviews
Lawrence Berkeley National Laboratory,Biomedical Data Science Postdoctoral Scholar,120 reviews
Feedzai,Manager of Data Science,-
Change Healthcare,Data Scientist,379 reviews
Visa,VP of Client Data APIs and Platforms,591 reviews
TransFair USA,Director of Data Science,-
Visa,Data Visualization Designer / Engineer,591 reviews
Blue Owl,Data Scientist - Insurance,-
Cisco,Data Scientist - MindMeld Conversational AI,"3,890 reviews"
City & County of San Francisco,Technology Expert I - Data Architect,36 reviews
"County of Marin, CA",Sustainability Program Coordinator,16 reviews
Google,"Clinical Data Manager, Verily Life Sciences","2,391 reviews"
Genedata,Mass Spectrometry Data Scientist,-
Google,"Product Analytics Lead, Data Science","2,391 reviews"
Genentech,Statistical Data Analytics Specialist,659 reviews
Roche,Data Scientist-DIS,"1,541 reviews"
Twitter,Machine Learning Engineer/Data Scientist,55 reviews
University of California San Francisco,Specimens Data Manager,263 reviews
Gladstone Institutes,Grants Assistant,8 reviews
Google,"Research Scientist, Google Brain (United States)","2,391 reviews"
Figure,Data Engineer,4 reviews
SoFi,Data Analyst,37 reviews
Uber,Data Analyst- Uber Freight,479 reviews
International Rescue Committee,Data Entry Specialist,256 reviews
"Iron Ox, Inc.",Plant Science Intern,-
Google,"Technical Program Manager, Data, YouTube","2,391 reviews"
Slalom Consulting,Data Architect,46 reviews
Chenega Corporation,Data Center Subject Matter Expert 1,372 reviews
Accenture,Data Science Marketing Consultant,"13,886 reviews"
Wish,Big Data Engineer,14 reviews
American Academy of Ophthalmology,Data Analyst,10 reviews
Google,"Data Engineer, YouTube Measurement Program, YouTube","2,391 reviews"
Coffee Meets Bagel,Director of Data,-
Google,"User Experience Research Intern, Summer 2018","2,391 reviews"
Moody's Analytics,Associate - Data Intelligence Analyst,256 reviews
ZapLabs LLC,Junior Big Data Engineer,-
Affirm,Data Scientist Manager - Machine Learning Fraud,3 reviews
Informatica,Chief Data Officer,122 reviews
C3 IoT,Data Scientist – Deep Learning,-
Uber,"Data Analyst, Business Development - San Francisco",479 reviews
First Republic Bank,Performance Reporting Data Analyst,119 reviews
Roche,Data Integration Specialist,"1,541 reviews"
Vizio Inc.,"Director, Data Science",-
Cox Enterprises,Data Scientist,111 reviews
"Williams-Sonoma, Inc.",Data Engineer - Machine Learning,"1,538 reviews"
The Public Library of,"Editorial Research Assistant, PLOS ONE",-
Parsable,Data Architect/ Data Scientist,-
LendingClub,Data Engineer - Risk,57 reviews
Callisto Media,Data Visualization Analyst,3 reviews
San Francisco State University,Admissions Counselor,291 reviews
Acumen Solutions,Salesforce Data Analyst,11 reviews
SHELTER INC,Data Analyst,8 reviews
Golden State Warriors,Data Engineer,24 reviews
DocuSign,Data Engineer,28 reviews
Autodesk,"Research Scientist Machine Learning, Deep Reinforcement Learning",307 reviews
Elsevier,Data Analyst,469 reviews
Verizon,Data Science Engineer,"19,301 reviews"
Genentech,PHC Data Scientist - Analytics,659 reviews
Genentech,Associate PHC Data Scientist/PHC Data Scientist - Analytics,659 reviews
Zynga,"Data Scientist 3, Poker",77 reviews
Castlight Health,Data Engineering Intern,6 reviews
Deloitte,Data Delivery - Big Data - Consultant,"6,693 reviews"
University of California Berkeley,Lecturer - Data Science - School of Information,239 reviews
"Iron Ox, Inc.",Grower,-
Splunk,"Data Analytics Developer, Customer Success",27 reviews
Axioma Inc.,"Financial Data Specialist, Associate (San Francisco)",-
Amazon.com,Technical Curriculum Developer,"24,699 reviews"
"Turnitin, LLC",Machine Learning Scientist - All Levels,-
Amazon.com,Operational Integration Consultant,"24,699 reviews"
Westfield Corporation,"Senior Director, Data Science",33 reviews
University of California San Francisco,Financial Aid Data Analyst,263 reviews
Fair Trade USA,Director of Data Science,3 reviews
The Climate Corporation,Quantitative Researcher: Precision Crop Fertility,11 reviews
"Motiv, Inc",Algorithm Engineer/Data Scientist,-
Metropolitan Transportation Commission,Public Information Officer,3 reviews
College of Marin,Institutional Research & Data Systems Analyst,17 reviews
Uber,"Data Scientist, Strategic Finance",479 reviews
University of California San Francisco,Survey Researcher / Interviewer,263 reviews
DuPont,Distinguished Data Scientist,946 reviews
Castlight Health,Data Analyst,6 reviews
"BDO USA, LLP","Manager, Privacy & Data Goverance",928 reviews
Google,"Business Analyst, Copyright Operations, YouTube","2,391 reviews"
Upstart,Data Scientist - Machine Learning / Deep Learning Specialist,5 reviews
Workday,Data Engineer – Streaming Event,47 reviews
Vituity,Data Engineer Intern,4 reviews
Feedzai,Director of Data Science,-
Dolby,IPP Data Manager,65 reviews
University of California San Francisco Medical Cen...,Enterprise Data Architect,276 reviews
DocuSign,"Director, Product Data Science",28 reviews
DuPont,"Data Engineer, San Francisco, CA",946 reviews
PwC,Big Data Architects,"5,523 reviews"
Feedzai,Data Scientist,-
IQVIA,"Data Architect, CTOS, US",95 reviews
Amazon.com,R&D Engineer,"24,699 reviews"
Amazon.com,AWS Solutions Architect,"24,699 reviews"
23andMe,"Scientific Researcher / Sr. Scientific Researcher, Protein Science",4 reviews
Natural Resources Defense Council,Program Assistant - Water,13 reviews
Twitch,Applied Scientist - Recommendations,31 reviews
"Dialpad, Inc.",Data Engineer,-
University of California Office of the President,Investment Data Analyst,"1,113 reviews"
San Francisco State University,Monitoring Technician,291 reviews
Insikt,Data Engineer,-
Yelp,Product Manager - Data Infrastructure,298 reviews
QuinStreet,Data Analyst,32 reviews
IBM,Data Insights Frontend and UX Developer,"21,724 reviews"
University of California San Francisco,Data Systems Analyst,263 reviews
Mathematica Policy Research,Data Scientist - Human Services,65 reviews
Lawrence Berkeley National Laboratory,Research Assistant,120 reviews
Linqia,VP of Customer Success & Operations,-
Twitter,Executive Recruiting Research Associate,55 reviews
Amazon.com,Strategic Solutions Technology Officer,"24,699 reviews"
Counsyl,"Computational Biologist, Data Science Research",2 reviews
Genentech,Data Scientist - Marketing Analytics and Strategy,659 reviews
Slalom Consulting,Data Engineer,46 reviews
PLAYSTUDIOS Inc,Business Intelligence Data Engineer,-
Apple,"Siri - Index Selection, Backend Software Engineer","5,529 reviews"
N3TWORK,Data Engineer,-
Google,"Technical Policy Specialist, Trust and Safety","2,391 reviews"
Kaplan,Part-time instructor of Statistics for Data Science and Machine Learning,"1,331 reviews"
Splunk,Data Engineer,27 reviews
CSAA Insurance Group,Innovation Data Analyst / Scientist,162 reviews
Dolby,Deep Learning Intern,65 reviews
DuPont,Remote Sensing Data Scientist (PhD),946 reviews
RiskIQ,Data Engineer,4 reviews
Amazon.com,iOS Engineer,"24,699 reviews"
St. Anthony Foundation,Outreach & Enrollment Patient Coordinator,6 reviews
Philo,Lead Data Analyst,-
Academia.edu,SENIOR DATA SCIENTIST,-
JP Morgan Chase,Digital Analytics: Senior Data Analyst,"19,910 reviews"
Leidos,Drug Discovery Data Scientist (NCI),510 reviews
Kongregate,Senior Data Analyst,-
Environmental Defense Fund,"Tom Graff Fellow, Diversity Water Markets",28 reviews
Genentech,(Senior) PHC Data Scientist - Real World Data Neuroscience,659 reviews
Allstate,Data Science Manager--Claims Casualty,"5,227 reviews"
Amazon.com,Software Development Engineer,"24,699 reviews"
Google,"Policy Enforcement and Operations Business Analyst, YouTube","2,391 reviews"
Genomic Health,Data Engineer,21 reviews
Clarivate Analytics,Principal Data Scientist,27 reviews
FuelX,Data Engineer,-
Public Company Accounting Oversight Board,"ISA Inspections Specialist, Data Analytics - San Mateo",12 reviews
Electronic Arts,"Data Infrastructure Engineer, Dynamic Omnichannel Messaging",385 reviews
Apartment List,Research Associate,-
Ultimate Software,SENIOR DATA SCIENTIST,182 reviews
University of California Berkeley,Assistant Project Scientist – Vision Science - School of Optometry,239 reviews
Capital One,"Senior Associate, Data Science","6,097 reviews"
Mixbook,Data Analyst,3 reviews
Microsoft,Analyst – Workplace Analytics Customer Solutions,"4,485 reviews"
Oracle,"Data Scientist - AI, Machine Learning and Predictive Modelling","3,952 reviews"
Amazon.com,Senior Applied Scientist (Machine Learning),"24,699 reviews"
Abbott Laboratories,Data Engineer,"3,011 reviews"
Google,"User Experience Writer Intern, Summer 2018","2,391 reviews"
"Anaplan, Inc.",Data Integration Lead,-
California Academy of,Student Programs Coordinator,19 reviews
Global Fund for Women,Grants Coordinator,-
King.com,Senior Data Scientist,-
Wish,Data Engineer - Risk,14 reviews
"lvl5, Inc.",Mapping Engineer (Data Scientist),-
Yelp,Business Intelligence - Data Engineer,298 reviews
Planet,Artist in Residence,63 reviews
goPuff,Data Engineer,24 reviews
Roche,Data Analyst-DIS,"1,541 reviews"
LendingClub,"Data Analyst, Compliance and Risk",57 reviews
Counsyl,"Clinical Operations, Data Analyst",2 reviews
KPMG,"Manager, Data Analytics","4,382 reviews"
Proteus Digital Health,Health Economics and Outcomes Research (HEOR) Data Analyst,14 reviews
Kaiser Permanente,Data Science Consultant National Health Plan and Hospital Quality,"7,510 reviews"
Frontapp,Data Engineer,-
San Francisco State University,Undergraduate Graduation Specialist,291 reviews
eBay Inc.,Revenue Modeling & Data Science Lead,"1,395 reviews"
Glu Mobile,Data Analyst,14 reviews
YapStone,Data Scientist,29 reviews
Blue Shield of California,Health Data Analysis Consultant/Lead,504 reviews
Motif Investing,Motif Capital – Data Scientist,2 reviews
University of California Berkeley,"Jr. Specialist, Step I-II – Control of Invasive Insect & Pests in CA Agriculture - Dept. of Environ. Science, Policy & Mgmt.",239 reviews
University of California San Francisco,Administrative Analyst,263 reviews
Steris,OR Liaison-Travel Program,92 reviews
Kelvin,Data Software Engineer,5 reviews
University of California San Francisco,Statistician,263 reviews
Deloitte,"Data Visualization, Power BI - Consultant","6,693 reviews"
Swift Navigation,Data Infrastructure Engineer,-
Warner Bros. Entertainment Group,"Sr. Analyst, Game Data",262 reviews
UnitedHealth Group,WorkLife Advisor,"11,741 reviews"
Genentech,"PHC Data Scientist - RWD, Oncology",659 reviews
Yelp,Software Engineer - Backend (Big Data),298 reviews
Callisto Media,Digital Marketing Data Analyst,3 reviews
Uber,Manager - Developer Platform Data Science,479 reviews
Xylem,Sr. Data Scientist - Valor Water,248 reviews
University of California San Francisco,Field Investigator - MMP,263 reviews
Nextgen Technologies,Big Data Engineer,16 reviews
Heluna Health,Health Equity Scholar (Intern),14 reviews
Twitter,"Software Engineer/Data Scientist, NLP",55 reviews
Google,"Enforcement Detection Analyst, Trust and Safety, YouTube","2,391 reviews"
University of California Berkeley,Science Communications Writer,239 reviews
Macy's,"Staff Engineer, Machine Learning (macys.com)","25,219 reviews"
Eurofins Lancaster Laboratories Professional Scien...,Sample and Data Coordinator,2 reviews
PagerDuty,Data Engineer,-
Adobe,"Applied Scientist, Machine Learning",439 reviews
ThirdLove,Data Engineer,16 reviews
Castlight Health,Data Engineer,6 reviews
Denali,"Scientist, Glial Biology",14 reviews
ThirdLove,Data Engineer,16 reviews
Castlight Health,Data Engineer,6 reviews
Denali,"Scientist, Glial Biology",14 reviews
SmartPay Leasing,Principal Data Scientist,-
"Williams-Sonoma, Inc.",Sr. Data Scientist,"1,538 reviews"
Dolby,Learning & People Programs Specialist - Contract,65 reviews
Electronic Arts,Machine Learning Scientist (University Grad),385 reviews
County of San Mateo,Hazardous Materials Specialist I/II (Ope...,122 reviews
Castlight Health,"Software Engineer, Data Science",6 reviews
Trulia,Data Scientist (Computer Vision),49 reviews
Amazon.com,Backend Software Engineer - Recommendations,"24,699 reviews"
Primitive Logic,Master Data Management Architect,7 reviews
First Republic Bank,Cloud Data Engineer,119 reviews
Upstart,Data Scientist - Statistical Modeling Specialist,5 reviews
University of California San Francisco,Transgender Health Specialist,263 reviews
BlackRock,Data Engineer - Digital Wealth,311 reviews
Oracle,Principal Data Scientist,"3,952 reviews"
Gilead,Clinical Data Management Associate I,237 reviews
Pacific Gas And Electric Company,"Principal Data Scientist, Strategic Data Science Team, Strategy & Analytics Division",541 reviews
Twitter,Twitter University,55 reviews
Tonal,Senior Data Scientist,-
Syneos Health Commerical Solutions,"MSL Medical Science Liaison- Northern,CA",374 reviews
Kantar Millward Brown,Market Research Analyst,17 reviews
World Wildlife Fund,Data and Technology Global Lead Scientist,34 reviews
UserTesting,Sr. Data Scientist,17 reviews
Centro,DATA ENGINEER,17 reviews
Square,"Data Engineer, Marketing & Sales",51 reviews
Square,Growth Marketing Analyst,51 reviews
County of San Mateo,Resource Conservation Specialist I/II - ...,122 reviews
JUUL Labs,Junior Reliability Engineer,2 reviews
Glassdoor,"Lead Data Scientist, Decision Science",23 reviews
Accenture,Data Science Marketing Manager,"13,886 reviews"
Wish,Sr. Risk Data Analyst,14 reviews
Amazon.com,"Director of Engineering, Operational Excellence","24,699 reviews"
University of California San Francisco,Program Coordinator,263 reviews
Exponent,Associate/Scientist,27 reviews
Macy's,Lead Machine Learning Engineer (macys.com),"25,219 reviews"
Amazon.com,"Solutions Delivery Manager (SDM), AWS","24,699 reviews"
Blue Shield of California,Health Data Analysis Senior,504 reviews
Chartio,Content Marketing Interns for Data Analytics,-
eBay Inc.,Sr. Data Science Manager,"1,395 reviews"
University of California San Francisco,Project Assistant II,263 reviews
Amazon.com,Solution Engagement Manager,"24,699 reviews"
Amazon.com,Software Engineer,"24,699 reviews"
Dropbox,"Engineering Manager, Data Integrations",21 reviews
Syneos Health Commerical Solutions,Neuroscience Medical Science Liaison,374 reviews
ERRG,Staff Intern,3 reviews
Glassdoor,"Lead Data Scientist, Machine Learning",23 reviews
Near,Data Engineer,-
Slack,"Senior Analyst, Data Analytics",6 reviews
Pearson,Product Portfolio Assistant (Editorial Project Management),"1,563 reviews"
University of California San Francisco,Bioinformatics Programmer I,263 reviews
"Pandora Media, Inc.","Staff or Principal Scientist, Content Science",31 reviews
Roche,Population Health Science Leader-DIS,"1,541 reviews"
Twitter,Supply Chain,55 reviews
eBay Inc.,Sr. Data Scientist,"1,395 reviews"
Visa,Data Scientist / Sr. Data Scientist,591 reviews
NEURALINK,Junior Member of Technical Staff,-
Rigetti Computing,Data Engineer,-
Kinsa Inc.,Sr. Data Scientist,-
Accenture,Data Science Senior Analyst,"13,886 reviews"
MDRC,Research Assistant,6 reviews
Eaze,Growth Associate,5 reviews
Castle Global,Account Executive - Hive Data,-
Silicon Valley Bank,Intern - ESP Analytics,96 reviews
Cognizant,"Energy & Utilities, Client Service Executive","9,959 reviews"
Nutanix,MTS - Data Infrastructure Engineer,25 reviews
BOLD,Sr. Data Scientist,5 reviews
County of Alameda,Deputy County Administrator,80 reviews
Pacific Institute for Research and Evaluation,Research Associate I,5 reviews
Bio-Rad,Marketing Data Analyst II,251 reviews
Dolby,Acoustics Intern,65 reviews
Coupa Software,Data Engineer,4 reviews
Proteus Digital Health,Data Engineer,14 reviews
Amazon.com,Partner Solutions Architect,"24,699 reviews"
University of California San Francisco,Health Disparities Research Assistant,263 reviews
Heluna Health,Research Associate,14 reviews
Apple,"Software Engineer (C/C++), Query","5,529 reviews"
Square,"Machine Learning Engineer, Cash",51 reviews
Katalyst Healthcares & Life,"Associate, Clinical Data Manager",-
Guardant Health,Scientific Data Project Manager,7 reviews
Microsoft,SENIOR DATA SCIENTIST,"4,485 reviews"
Lawrence Berkeley National Laboratory,Metabolomics Research Assistant,120 reviews
Thornton Tomasetti.,Building Analytics Intern,26 reviews
Amazon.com,"Principal Solutions Architect, Database Freedom","24,699 reviews"
SHELTER INC,Data Evaluation Assistant,8 reviews
University of California San Francisco,Staff Research Associate I,263 reviews
Google,"Developer Advocate, Python","2,391 reviews"
Google,"Product Strategist, Growth","2,391 reviews"
University of California San Francisco,Program Analyst,263 reviews
Lawrence Berkeley National Laboratory,Research Associate,120 reviews
Cengage,Associate Content Analyst,265 reviews
Change Healthcare,DATA ENGINEER,379 reviews
Tesorio,Lead Data Scientist,-
Judicial Council of California,05/01/2018,22 reviews
Parsable,"Software Engineer, Data",-
Genentech,Global Studies Associate,659 reviews
Cruise Automation,Senior Data Scientist,17 reviews
Doximity,"Senior Data Scientist, Newsfeed",2 reviews
University of California San Francisco,Research Assistant,263 reviews
Gladstone Institutes,Research Technologist- Behavioral Core,8 reviews
Electronic Arts,Principal Data Scientist,385 reviews
Celgene Corporation,"Sr. Data Engineer, Epigenetics",177 reviews
Under Armour,Recruiter,570 reviews
insitro.com,Scientist (Biology),-
Twitter,Process Innovation & Partnership Lead,55 reviews
Culture Amp,Growth Operations Analyst,-
Lawrence Berkeley National Laboratory,Microbial Characterization Research Assistant,120 reviews
Syneos Health Commerical Solutions,"Neurology Medical Science Liaison-San Francisco, CA",374 reviews
Make School,Dean of Computer Science,-
San Francisco State University,Office Coordinator,291 reviews
CoreLogic,"Principal, Science & Analytics",579 reviews
Bloomberg,Bloomberg NEF: Clean Energy Analyst,629 reviews
Glassdoor,"Senior Data Scientist, Decision Science",23 reviews
University of California San Francisco,MMP Project Coordinator,263 reviews
Google,Security and Compliance Cloud Consultant,"2,391 reviews"
Dropbox,Product Analyst,21 reviews
Environmental Defense Fund,"Development Associate, Institutional Giving",28 reviews
Mathematica Policy Research,Program Associate,65 reviews
JUUL Labs,Medical Science Liaison (MSL),2 reviews
Amazon.com,"Sales Lead, Microsoft Platform","24,699 reviews"
Amazon.com,Product Manger Technical - Amazon Chime Platform,"24,699 reviews"
Acumen LLC,Data Systems Programmer-Algorithms Specialist,12 reviews
Google,"Software Engineering Intern, BS/MS, Fall 2018","2,391 reviews"
Uber,Product Manager- Data Infrastructure,479 reviews
University of California San Francisco,Community Internship Specialist,263 reviews
GlaxoSmithKline,Data Instrumentation Engineer - Galvani Bioelectronics,"2,939 reviews"
FedEx Office,Retail Customer Service Associate,"2,106 reviews"
Cogniance,Design Strategist,2 reviews
Brightidea,Machine Learning,2 reviews
Amazon.com,Solutions Architect - Amazon Web Services,"24,699 reviews"
Charles Schwab,Sr Data Scientist,867 reviews
Fanatics Inc.,Data Engineer,372 reviews
Electronic Arts,AI Scientist,385 reviews
Federal Reserve Bank of San Francisco,Fintech Innovation Strategist,32 reviews
C3 IoT,Data Integration Engineer (RWC),-
Google,"Data Scientist Technical Lead, Engineering","2,391 reviews"
Gap Inc. Corporate,Director - Customer Data & Growth Analytics,"2,267 reviews"
Twitter,Financial Analyst,55 reviews
Amazon.com,Cloud Infrastructure Architect - San Francisco / Bay Area,"24,699 reviews"
Global Pharmatek,Clinical Data Associate - III,-
Autodesk,Application Programmer Analyst,307 reviews
"City of Richmond, CA",ENVIRONMENTAL COMPLIANCE INSPECTOR,-
Amazon.com,Software Development Engineer - Growth,"24,699 reviews"
Sanofi,MS Medical Science Liaison,"2,687 reviews"
"Veterans Affairs, Veterans Health Administration",Program Specialist,"4,026 reviews"
City & County of San Francisco,Curator IV,36 reviews
Triage,Associate Consultant,57 reviews
Credit Karma,Decision Science Partner,6 reviews
Argus,Modeling Associate,56 reviews
VSCO,Data Engineer,-
Molekule,Logistics Analyst,-
Gilead,"Research Scientist I, Biophysics",237 reviews
Glu Mobile,Lead Data Analyst,14 reviews
Allstate,D3- Sr. NLP Deep Learning Data Scientist,"5,227 reviews"
KOCH AG & ENERGY SOLUTIONS,Crop Scientist,4 reviews
Bio-Rad,Master Data Analyst TEMP ( Customer Master COE),251 reviews
University of California Berkeley,Postdoctoral Scholar - Data Science Program - School of Information,239 reviews
Tubi TV,Senior Data Scientist,-
Katalyst Healthcares & Life,Drug Safety Specialist I,-
PwC,Data Integration Solution Architect,"5,523 reviews"
McGuireWoods LLP,Writer – Marketing & Communications,18 reviews
Gap Inc. Corporate,Data Scientist - Product Operations and Advanced Analytics,"2,267 reviews"
University of California San Francisco,Assessment Coordinator,263 reviews
University of California San Francisco,Institutional Research Analyst,263 reviews
Walmart eCommerce,Director of Machine Learning Science,"143,132 reviews"
Google,"Manager, Google Fiber Customer Service Tools","2,391 reviews"
Mathematica Policy Research,TANF Researcher,65 reviews
Adobe,"Lead Data Engineer, Adobe Spark",439 reviews
U.S. Bank,Data Analytics Manager,"5,218 reviews"
Genentech,Marketing Science - Marketing Analytics and Strategy (MA&S),659 reviews
Uber,"Operations Strategy Associate, UberEATS",479 reviews
Amazon.com,Cloud Technical Account Manager,"24,699 reviews"
Electronic Arts,Artificial Intelligence Scientist (University Grad),385 reviews
"County of Marin, CA",Financial Systems Analyst,16 reviews
Amazon.com,"Software Development Engineer, Game Marketing","24,699 reviews"
First Republic Bank,Contingent: Data Analyst,119 reviews
Charles Schwab,Qualitative User Experience Researcher,867 reviews
Sartorius North America,Field Application Scientist,-
Accenture,Big Data Engineer,-
Amgen,Clinical Data Mgmt Mgr,967 reviews
Acumen LLC,Data Systems Programmer-Operations Specialist,12 reviews
L.E.K. Consulting,Information and Research Specialist,16 reviews
WestEd,"STEM Research Assistant, Redwood City",10 reviews
Avenica,Benefits Analyst / Advisor - Entry Level,11 reviews
Electronic Arts,"Senior Manager, Data Science",385 reviews
Delta Dental,"Manager, Marketing Data & Analytics",535 reviews
IBM,Advanced Cognitive Platform Data Engineer,"21,724 reviews"
Square,"Analyst, Risk Partnerships and Insights",51 reviews
University of California San Francisco,Procurement Analyst,263 reviews
Castle Global,AI Strategy Summer Associate,-
Red Ventures,Editorial Compliance Associate,464 reviews
City & County of San Francisco,Supervising Chemist,36 reviews
StubHub,Sr. Data Science Manager,123 reviews
Benchling,Application Scientist,-
Amazon.com,Software Development Manager - Subscriptions | Twitch,"24,699 reviews"
Lawrence Berkeley National Laboratory,NERSC Exascale Science Applications Postdoctoral Fellow (NESAP),120 reviews
Amazon.com,"Solutions Architecture Manager, Strategic Accounts","24,699 reviews"
Lawrence Berkeley National Laboratory,Organic Matter Formation Research Assistant,120 reviews
Blue Owl,Senior Data Engineer,-
University of California San Francisco,Project Manager,263 reviews
The Climate Corporation,Quantitative Researcher: Applied Mathematics,11 reviews
Illumina,Staff Scientist,132 reviews
Google,"Insights and Analytics Manager, Trust and Safety, YouTube","2,391 reviews"
Lawrence Berkeley National Laboratory,Research Associate (Computational Research),120 reviews
Figure,Senior Data Scientist,4 reviews
University of California San Francisco,Archibus CAFM Analyst,263 reviews
"City of Oakland, CA",Complaint Investigator III,4 reviews
TransPerfect,Digital Forensic Intern,143 reviews
Family Service Agency of SF,Engagement Specialist,-
American Institutes for Research,Education: Research Assistant,155 reviews
San Francisco State University,Academic Counselor/Retention Specialist,291 reviews
Splunk,Senior Data Scientist,27 reviews
Funding Circle US,Risk Analyst,-
