company,job,number_of_evaluations
Commonwealth of Massachusetts,eDiscovery Data Analyst,331 reviews
Novartis,Data Scientist (Imaging) / Cheminformatician,"2,601 reviews"
Amazon.com,Business Analyst / Data SME - Alexa Data Services,"24,699 reviews"
Staples,Data Scientist,"8,808 reviews"
Forrester,Data Scientist,28 reviews
S&P GLOBAL MARKET INTELLIGENCE,Quantitative Analyst/Data Scientist,590 reviews
Critigen,GIS Data Analyst / Developer,16 reviews
Amazon.com,"Machine Learning Scientist, Alexa - Kendall Square/Cambridge, MA","24,699 reviews"
Facebook,"Data Scientist, Infrastructure",344 reviews
Sanofi,Data Scientist,"2,687 reviews"
ENGIE,Data Scientist,665 reviews
Natixis Global Asset Management,Data Scientist,270 reviews
Amazon.com,Applied Scientist,"24,699 reviews"
ClimaCell,Data Scientist / Engineer,-
Celect,Data Scientist,-
Wayfair,Data Operations Analyst,321 reviews
UnitedHealth Group,"Team Lead, Data Science, Life Sciences","11,741 reviews"
Amazon.com,"Machine Learning Scientist, Amazon Alexa","24,699 reviews"
Peloton,Data Scientist,27 reviews
University of Massachusetts Medical School,Healthcare Claims Data Analyst II,718 reviews
University of Massachusetts Medical School,Healthcare Data Analyst II,718 reviews
Sage Therapeutics,Data Mining and Research Specialist,2 reviews
AstraZeneca,"Senior Scientist, Data Science-Artificial Intelligence","1,386 reviews"
Vertex,Machine Learning Data Scientist,236 reviews
Vertex Pharmaceuticals,Machine Learning Data Scientist,172 reviews
HMS,Data Scientist I,31 reviews
Wayfair,Data Scientist PhD,321 reviews
Commonwealth of Massachusetts,COMMBUYS Data Analyst,331 reviews
Eli Lilly,Data Scientist-Innovation,"1,156 reviews"
Liberty Mutual,Data Scientist or Senior Data Scientist - Legal Analytics & Data Science,"2,509 reviews"
Novartis,"Data Scientist, Chemical Biology & Therapeutics","2,601 reviews"
"Amazon.com Services, Inc.",Research Data Scientist- Alexa ML,"24,699 reviews"
Amazon.com,Solutions Architect,"24,699 reviews"
Silent Spring Institute,Bioinformatics and Data Science for Public Health,-
Google,"Research Scientist, Google Brain (United States)","2,391 reviews"
McKinsey & Company,Data Scientist - Geospatial,361 reviews
Wayfair,Data Platform Developer,321 reviews
Sanofi,RWE Data Analyst,"2,687 reviews"
Amazon.com,"Software Developer - AMAZON ALEXA MACHINE LEARNING SCIENCE TEAM- Cambridge, Massachusetts","24,699 reviews"
Inari Agriculture,Bioinformatics / Computational Biology Analyst / Data Scientist,-
TechTarget,Internship: Data Analytics Intern,32 reviews
UnitedHealth Group,Healthcare Data Analyst / Consultant,"11,741 reviews"
Massachusetts General Hospital(MGH),Clinical Research Coordinator - data analysis and programming skills preferred,787 reviews
Amazon.com,"Business Analyst, ADS","24,699 reviews"
Manulife,Data Engineer,182 reviews
Commonwealth of Massachusetts,Mobile Integrated Health Data Analyst,331 reviews
U.S. Federal Government,RadioAstronomer,467 reviews
Nielsen,Data Scientist,"1,866 reviews"
Commonwealth of Massachusetts,Principal Data Scientist,331 reviews
Amazon.com,"Software Developer - AMAZON ALEXA MACHINE LEARNING SCIENCE TEAM - Cambridge, Massachusetts","24,699 reviews"
PTC,Data Scientist,213 reviews
OneBeacon Insurance Group,Entry Level IT Data Analyst,35 reviews
UnitedHealth Group,Big Data Quality Engineer,"11,741 reviews"
Broad Institute,Associate Data Scientist,32 reviews
Boston Children's Hospital,Research Data Coordinator,309 reviews
McKinsey & Company,"Data Scientist - People Analytics - Organizational Solutions, New Ventures",361 reviews
Berkshire Hathaway Specialty Insurance,Reporting Data Analyst,4 reviews
General Assembly,Data Science Instructor,138 reviews
Katalyst Healthcares & Life,Clinical Data Manager - Junior,-
McKinsey & Company,"Data Scientist - Public Sector Analytics, New Ventures",361 reviews
Spotify,Data Scientist (Product),33 reviews
Amazon.com,SDE,"24,699 reviews"
Prescribe Wellness LLC,Data Scientist,-
"Alkermes, Inc.","Clinical Trial Associate, Data Sciences",56 reviews
Google,Student Research Collaboration,"2,391 reviews"
Magellan Health,Data and Reporting Analyst II,514 reviews
Boston Children's Hospital,Research Data Manager I,309 reviews
Mathematica Policy Research,Data Scientist - Human Services,65 reviews
IBM,"Research Scientist, Interpretable Machine Learning","21,724 reviews"
Akuna Capital,Junior Quantitative Researcher- Machine Learning,6 reviews
Wayfair,Technical Data Analyst,321 reviews
Broad Institute,Data Management Specialist,32 reviews
"BDO USA, LLP","Manager, Privacy & Data Goverance",928 reviews
"PowerAdvocate, Inc",Big Data Analyst - Developer,6 reviews
"Boston Properties, Inc.","Intern, Data Center & Cloud Services",-
Broad Institute,Data Scientist - Cancer Dependency Map,32 reviews
EBSCO Industries Inc,Data Scientist,76 reviews
Amazon.com,Solutions Architect - AWS,"24,699 reviews"
Vertex Pharmaceuticals,"Data Scientist, Advanced Analytics",172 reviews
Akamai,Commercial Data Scientist,168 reviews
Eli Lilly,Data Scientist-Delivery and Device Innovation,"1,156 reviews"
Amazon.com,Database Solutions Architect,"24,699 reviews"
Berklee,Data Integrity Analyst,83 reviews
Massachusetts General Hospital(MGH),Research Scientist,787 reviews
Verizon,Data Scientist,"19,301 reviews"
Kerry,Data Entry Administration,425 reviews
Verizon,Distinguished Data Scientist,"19,301 reviews"
Vertex,Data Innovation Lead,236 reviews
Vertex Pharmaceuticals,Data Innovation Lead,172 reviews
Globoforce Limited,Data Scientist,2 reviews
Microsoft,Research Intern - Immunomics,"4,485 reviews"
Greater New York Metropolitan Area Chapter,Research Data Management Librarian for the Sciences,-
Pluralsight,Sr. Data Scientist,8 reviews
Vantage Deluxe World Travel,Marketing Data Analyst,34 reviews
U.S. Federal Government,Astrophysicist,467 reviews
Boston University,"CLINICAL DATA ANALYST, Student Health Services",294 reviews
Procter & Gamble,Marketing Data Scientist,"4,407 reviews"
Raytheon,Synthetic Biology Data Staff Scientist,"2,896 reviews"
Vertex,"Data Scientist, Advanced Analytics",236 reviews
Manulife,"AVP, Global Data Strategy & Communication",182 reviews
Harvard University,Curatorial Assistant II,558 reviews
MIT,Data Scientist/Software Engineer,242 reviews
Wayfair,Senior Data Scientist,321 reviews
Enel Green Power North America,Customer Data Analytics Manager,14 reviews
Cogo Labs,Associate Data Engineer,2 reviews
MIT,Artificial Intelligence Reporter,242 reviews
"Ipsen Biopharmaceuticals, Inc.","Director, Data Strategy & Operations",-
Boston Children's Hospital,Quality Improvement Data Coordinator,309 reviews
General Electric,Principal Data Scientist,220 reviews
Amazon.com,Microsoft Platform Solutions Architect,"24,699 reviews"
Massachusetts General Hospital(MGH),DATA ANALYST- Computational Biology,787 reviews
Exponent,Materials Science Associate,27 reviews
John Hancock,Data Engineer,320 reviews
MIT,Research Scientist,242 reviews
Tufts Health Plan,CRM Business Data Analyst,207 reviews
"Anthem, Inc.",Research Data Coordinator(Data Manager II)-PS8213,"3,090 reviews"
Achievement Network (ANet),Assessment Assistant,-
Commonwealth of Massachusetts,GIS Analyst,331 reviews
AbbVie,Data Scientist II – Bioinformatics Developer,570 reviews
U.S. Federal Government,Administrative Specialist,467 reviews
Amazon.com,"Named Account Manager-Boston, MA","24,699 reviews"
AllianceData,Data Scientist,898 reviews
Devoted Health,Data Scientist,-
Homesite Insurance,Data Engineer,110 reviews
Humana,Senior Data Scientist,"4,165 reviews"
Amazon.com,IT Support Engineer,"24,699 reviews"
Novartis,Computational Biologist / Bioinformatics Data Scientist,"2,601 reviews"
Takeda Pharmaceutical,Data Librarian/Lead Data Librarian,520 reviews
managementsolutions,DATA SCIENCE CONSULTANT USA (MA),35 reviews
Johnson & Johnson Family of Companies,"Medical Science Liaison, Infectious Disease- New England","3,228 reviews"
AbbVie,Senior Data Scientist I – Bioinformatics Developer,570 reviews
Bose,Cloud Data Engineer,513 reviews
Bose,Lead Data Scientist,513 reviews
BOEING,Program Analyst,"5,397 reviews"
Boston College,"Research Associate, Rwanda",137 reviews
Amazon.com,"Manager, Machine Learning","24,699 reviews"
UnitedHealth Group,Sr. Healthcare Data Analyst,"11,741 reviews"
Hill Holliday,Researcher,36 reviews
Commonwealth of Massachusetts,Content Strategist,331 reviews
XL Catlin,"CoE Lead, Data Science and Engineering",71 reviews
Boston Children's Hospital,Clinical Research Specialist I - Data Analysis,309 reviews
Houghton Mifflin Harcourt,Sr Learning Scientist-Math/Science,234 reviews
Partners HealthCare(PHS),Data Engineer,311 reviews
Tufts Medical Center,Student Intern,259 reviews
Amazon.com,"Quality Assurance Engineer - Boston, MA","24,699 reviews"
Harvard University,Research Assistant IV Non-Lab (Research Data Analyst & Coordinator),558 reviews
Mathematica Policy Research,TANF Researcher,65 reviews
Dimagi,Research Assistant,-
Fenway Health,Project Director - Data Team,15 reviews
Katalyst Healthcares & Life,Clinical Data Associate,-
Manulife Financial,Data Engineer,343 reviews
Investment Technology Group (ITG),Quantitative Researcher,9 reviews
Russian School Of Mathematics,Marketing Data Analyst,14 reviews
Amazon.com,Web Development Engineer,"24,699 reviews"
Harvard University,Research Scientist,558 reviews
Boston Children's Hospital,Data Warehouse Specialist II,309 reviews
Wayfair,Senior Data Science Manager,321 reviews
IQVIA,"Dir, Clinical Data Management",95 reviews
Stroke Genetics,Research Fellow,-
Katalyst Healthcares & Life,Drug Safety Associate - Junior,-
pulseData,Data Engineer,-
IBM,"Research Staff Member, AI Learning","21,724 reviews"
Harvard University,Empirical Research Fellow,558 reviews
ClearSky,Data Center Operations Engineer,-
Microsoft,Post Doc Researcher,"4,485 reviews"
MassMutual,Big Data Engineer,760 reviews
Amazon.com,Software Development Engineer,"24,699 reviews"
Spotify,Research Scientist – Search/NLP (Boston),33 reviews
"Foundation Medicine, Inc.","Data Scientist, Clinical Development",10 reviews
Harvard University,Researcher,558 reviews
Amazon.com,"Alexa Machine Learning Science Team - Software Engineer - Cambridge, MA (Kendall Square)","24,699 reviews"
Forrester,Research Associate,28 reviews
LOCKHEED MARTIN CORPORATION,"Energy Storage Intern - Cambridge, MA","5,859 reviews"
Amazon.com,System Development Engineer,"24,699 reviews"
Bose,Retail Data Insights Lead,513 reviews
"GfK, Boutique Research",Research Associate,-
Northeastern University,Associate Director - Data Analytics,353 reviews
Mathematica Policy Research,Statistical Assistant,65 reviews
EnerNOC,Customer Data Analytics Manager,40 reviews
Boston University,"DEVELOPER, BUSINESS INTEL. & DATA MANAGEMENT, School of Public Health, Admin & Finance",294 reviews
Conservatory Lab Charter School,Science Specialist GR5-6,4 reviews
Harvard University,Research Associate,558 reviews
Alion,Configuration/Data Management Analyst,176 reviews
Katalyst Healthcares & Life,QC Lab Data Analyst,-
Blue Cross Blue Shield of Massachusetts,Data Analyst R01329,227 reviews
MassMutual,Lead Data Scientist,760 reviews
IBM,Watson Health - Data Management Consultant,"21,724 reviews"
dataxu,Data Visualization UX Designer,6 reviews
Wayfair,Operations Research Scientist,321 reviews
Syneos Health Commerical Solutions,Medical Science Liaison - Northeast,374 reviews
Partners HealthCare(PHS),Machine Learning Scientist,311 reviews
McKinsey & Company,"Data Engineer - Travel, Transport and Logistics",361 reviews
Invicro,Perl Developer,3 reviews
Wood,Environmental Data Specialist,820 reviews
QuintilesIMS,"Dir, Clinical Data Management","1,015 reviews"
GfK,Research Associate (18-0054),125 reviews
Microsoft,Principal Data & Applied Scientist,"4,485 reviews"
Harvard University,Research Assistant,558 reviews
Joslin Diabetes Center,Research Assistant (Integrative Physiology & Metabolism),42 reviews
Pegasystems,Software Engineer - Data Visualization,27 reviews
Lightmatter,Machine Learning Scientist,-
McKinsey & Company,Principal Data Scientist - QuantumBlack,361 reviews
Northeastern University,International Student & Scholar Advisor,353 reviews
Bose,Data Governance Technical Lead,513 reviews
Amazon.com,DevOps Engineer,"24,699 reviews"
Systems & Technology Research,Data Scientist/Software Engineer,4 reviews
Partners HealthCare(PHS),"Full Stack Software Engineer, Center for Clinical Data Science",311 reviews
UnitedHealth Group,Support Administration - Project Research Associate,"11,741 reviews"
Verizon,Big Data Strategist,"19,301 reviews"
Bahwan CyberTek,Data Anaylst,26 reviews
Transdev,Software and Database Specialist,903 reviews
Verscend Technologies,Data Analyst II - Reporting & Analytics,64 reviews
Boston College,"Research Associate, RPCA",137 reviews
Mathematica Policy Research,Program Associate,65 reviews
Circle,DATA ENGINEER,63 reviews
Charles River Analytics,Scientist- Augmented and Virtual Reality (AR/VR),3 reviews
EPAM Systems,Big Data Solution Architect,123 reviews
Massachusetts Eye and Ear Infirmary,Programmer,141 reviews
Novartis,"Operations Coordinator, NIBR External Innovation","2,601 reviews"
"Geographic Information Services, Inc.",Geospatial Analyst,-
"Agero, Inc.",Big Data Architect,371 reviews
Amazon.com,Senior Research Scientist,"24,699 reviews"
Amazon.com,Technical Curriculum Developer,"24,699 reviews"
Amazon.com,Technical Writer II - Alexa,"24,699 reviews"
Dana-Farber Cancer Institute,Research Assistant - Population Sciences,243 reviews
Harvard University,Research Data Management Librarian for the Sciences,558 reviews
Katalyst Healthcares & Life,Clinical Data Management Programmer,-
MIT,"Postdoctoral Associate, Institute for Data, Systems, and Society",242 reviews
University of Massachusetts Boston,Working Agreements Specialist,718 reviews
Mathematica Policy Research,Survey Sampling Statistician,65 reviews
Wayfair,Business Analyst,321 reviews
Wayfair,"Analyst, People Analytics",321 reviews
Manulife Financial,"AVP, Global Data Strategy & Communication",343 reviews
Katalyst Healthcares & Life,Clinical Data Analyst,-
John Hancock,"AVP, Global Data Strategy & Communication",320 reviews
Legendary Applied Analytics,Primary Research Analyst,-
Nielsen,Data Scientist - Digital Attribution Developer,"1,866 reviews"
Wayfair,Operations Analyst,321 reviews
"ConforMIS, Inc.",Clinical Data Associate I,-
IBM,Integrated Account Cognitive & Data Domain Expert Seller,"21,724 reviews"
Eaton Vance,Distribution Data Science Director,26 reviews
FedEx Office,Retail Customer Service Associate,"2,106 reviews"
Akuna Capital,Junior Quantitative Developer - Quant Trading & Research,6 reviews
Blue Cross Blue Shield of Massachusetts,Data Solution Architect (R01683),227 reviews
Akuna Capital,Quantitative Researcher- Machine Learning,6 reviews
Amazon.com,"Amazon Web Services (DMS) - Software Developer - Boston, MA","24,699 reviews"
Amazon.com,"Senior Research Scientist, Alexa - Kendall Square/Cambridge, MA","24,699 reviews"
University of Massachusetts Medical School,"Senior Associate, Health Data Analytics",718 reviews
Fidelity Investments,"Vice President, Machine Learning and Big Data","2,836 reviews"
PatientPing,Data Engineer,-
Homesite Insurance,Project Manager - Data Warehouse,110 reviews
MIT,Technology Licensing Officer,242 reviews
Department of Defense,Interdisciplinary,"3,924 reviews"
Massachusetts General Hospital(MGH),Research Fellow,787 reviews
Sapient Global Markets,Big Data Architect,39 reviews
Amazon.com,Specialist Solution Architect: NoSQL,"24,699 reviews"
Mathematica Policy Research,Health Policy Program Associate,65 reviews
TiVo,"Senior Manager, Data Science",57 reviews
MIT,News Writer,242 reviews
Boston Public Schools,"Assistant Director, Early Childhood Science",172 reviews
Microsoft,Research SDE 2,"4,485 reviews"
IBM,"Research Staff Member, Artificial Intelligence","21,724 reviews"
Commonwealth of Massachusetts,Educational Specialist (C),331 reviews
AKCEA Therapeutics,"Clinical Science Associate, Ontario",-
AKCEA Therapeutics,"Clinical Science Associate, Quebec",-
Amazon.com,Embedded Engineer,"24,699 reviews"
Cogniance,Design Strategist,2 reviews
Commonwealth of Massachusetts,Environmental Analyst IV,331 reviews
ORC International,Associate (ORCID),96 reviews
IBM,"Research Scientist, Artificial Intelligence","21,724 reviews"
Wayfair,Business Intelligence Analyst,321 reviews
Commonwealth of Massachusetts,Intelligence Analyst II,331 reviews
Astellas Pharmaceuticals,Research Scientist I,140 reviews
Amazon.com,"Python Software Developer - AMAZON ALEXA Machine Learning Team in Cambridge, MA","24,699 reviews"
Boston University,"PROGRAMMER ANALYST I,Psychological & Brain Sciences",294 reviews
Salem State University,"Adjunct Faculty of Remote Sensing, Geo-Information Science",73 reviews
Eze Software Group,"Software Engineer, Market Data",20 reviews
Amgen,Senior Associate Data Scientist,967 reviews
MARC USA LLC,Senior Data Scientist,-
Nanigans,Principal Data Scientist,2 reviews
Achievement Network (ANet),"Resources Assistant, Support & Operations",-
Toxikon Corporation,Data Processing Specialist,16 reviews
ZS Associates,Strategy Insights & Planning Associate,213 reviews
Cambridge Public Schools,Rise Up Summer Program Coordinator,17 reviews
Ropes & Gray,Records Analyst,70 reviews
Boston University,"SCIENTIFIC PROGRAMMER,Psychological & Brain Sciences",294 reviews
Vertex,Job Posting Title Temporary Release & Stability QC Data Reviewer,236 reviews
Eli Lilly,"Medical Science Liaison, Rheumatology - Boston","1,156 reviews"
Beth Israel Deaconess Medical Center,Biostatician - II Center for Healthcare Delivery Science,534 reviews
Amazon.com,Technical Program Manager - Amazon Alexa,"24,699 reviews"
Systems & Technology Research,Machine Learning Researcher,4 reviews
Celect,Data Software Engineer,-
IHS Markit,Associate,210 reviews
Massachusetts General Hospital(MGH),Bioinformatics Specialist I,787 reviews
AIR Worldwide,"Scientist, Seismology",12 reviews
Abt Associates,"Research Assistant, Division of Health and Environment",104 reviews
Microsoft,Senior Data & Applied Scientist,"4,485 reviews"
Syneos Health Commerical Solutions,Long Term Care Representative,374 reviews
"Kroll Associates, Inc.",Intern,-
Katalyst Healthcares & Life,Clinical Data Manager,-
Ropes & Gray,Events Assistant,70 reviews
Harvard University,"Community & Operations Coordinator, Harvard Innovation Labs",558 reviews
Harvard University,Statistical Analyst/Programmer,558 reviews
Vertex,Temporary Release & Stability QC Data Reviewer,236 reviews
Bose,Big Data Engineer,513 reviews
Microsoft,RSDE 2,"4,485 reviews"
Dun & Bradstreet,Data Engineer,142 reviews
Harvard University,Principal Data Architect,558 reviews
PillPack,Senior Data Scientist,64 reviews
Harvard University,SAS Programmer I,558 reviews
Broad Institute,Scientific Support Specialist - Data Sciences Platform,32 reviews
Ameriprise Financial,Senior Data Architect,939 reviews
Massachusetts General Hospital(MGH),Research Technician,787 reviews
State Street,Data Warehouse Developer,"1,855 reviews"
"Veterans Affairs, Veterans Health Administration",Psychology Technician,"4,026 reviews"
Integra LifeSciences,Quality Control Analyst I,146 reviews
Commonwealth of Massachusetts,Business Analyst,331 reviews
Harvard University,Project Coordinator,558 reviews
AIR Worldwide,"Scientist, Crop Modeling",12 reviews
Sanofi,RWE Sr. Data Analyst,"2,687 reviews"
Vertex,Research Scientist,236 reviews
Vertex Pharmaceuticals,Research Scientist,172 reviews
Staples,"Manager, Customer Data Management","8,808 reviews"
Amazon.com,Software Engineer (Java/C++/Python),"24,699 reviews"
SapientRazorfish,"Manager, Data Engineering",42 reviews
Harvard University,"Winter-Over Engineer, South Pole Station",558 reviews
"Amazon.com Services, Inc.","Manager, Applied Science","24,699 reviews"
Harvard University,Genome Database Curator,558 reviews
Northeastern University,Academic Advisor,353 reviews
Aetna,Software Data Engineer,"3,251 reviews"
InterContinental Hotels Group,"IT Coordinator, InterContinental Boston","1,513 reviews"
Cradles to Crayons,Family Philanthropy Coordinator,25 reviews
Takeda Pharmaceutical,Big Data Platforms Manager,520 reviews
EMD,Data Analytics & Reporting Manager,50 reviews
Cambridge Public Schools,Science Curriculum Coordinator (JK-12),17 reviews
Northeastern University,Research Technician,353 reviews
Amazon.com,"Senior Machine Learning Scientist, Alexa","24,699 reviews"
Apple,"Siri - Machine Learning Engineer (Cambridge, MA)","5,529 reviews"
Circle Internet Financial,Data Engineer,-
Ameriprise Financial,Associate Developer/Programmer Analyst,939 reviews
Sanofi,"Head, Healthcare Informatics and Data Analytics","2,687 reviews"
Wayfair,B2C Strategy and Analytics Opportunities,321 reviews
MassMutual,Digital Consultants,760 reviews
MIT,"Assistant Director, Aging Brain Initiative",242 reviews
Katalyst Healthcares & Life,Clinical Data Management & Technology,-
Thomson Reuters,Data Scientist,"2,824 reviews"
Beth Israel Deaconess Medical Center,Research Assistant I,534 reviews
Sanofi,Quality Control Analyst I,"2,687 reviews"
MassMutual,"Senior Data Scientist, Investment Domain",760 reviews
Wayfair,B2B Insights Analyst,321 reviews
"Moderna Therapeutics, Inc","Scientist, Delivery Innovation",12 reviews
Aetna,Principal Data Scientist,"3,251 reviews"
Boston Children's Hospital,Quality Improvement Data Coordinator - Dept of Patient Safety/Quality,309 reviews
Harvard University,"Curatorial Associate, Entomology",558 reviews
BOEING,Aerodynamicist,"5,397 reviews"
Merck,"Scientist, Biology-Discovery","2,927 reviews"
Dana-Farber Cancer Institute,Research Technician - Chowdhury lab,243 reviews
Legendary Applied Analytics,Primary Research Scientist,-
Dana-Farber Cancer Institute,Research Technician - Lindsley Lab,243 reviews
Arbella Insurance Group,Predictive Modeler,11 reviews
Harvard University,Program Assistant,558 reviews
Icon plc,Associate Epidemiologist,236 reviews
"Agilent Technologies, Inc.",Field Application Specialists - Cell Biology,486 reviews
Raytheon,Undergrad Intern - Summer 2018 - Analytics & Machine Intellkigence,"2,896 reviews"
MIT,Technical Associate I,242 reviews
Nike,"Converse Associate Global Brand Merchandising Operations, CIA",407 reviews
"Foundation Medicine, Inc.",Laboratory Operations Assistant,10 reviews
Abt Associates,"Associate Analyst, Research Management and Methods",104 reviews
Astellas Pharmaceuticals,"Research Scientist, Muscle Disease",140 reviews
"City of Newton, MA",- All City Departments - Planning Associate - AFSCME Local 3092 members only,-
Commonwealth of Massachusetts,HIV/HCV/STI/TB Contracts Unit,331 reviews
Commonwealth of Massachusetts,Compliance Officer II,331 reviews
Broad Institute,Associate Computational Biologist II - Data Science,32 reviews
Amazon.com,Software Development Engineer (Alexa Machine Learning),"24,699 reviews"
Amazon.com,"ALEXA MACHINE LEARNING SCIENCE TEAM - Senior Python Software Developer - Cambridge, MA","24,699 reviews"
MIT,Research Specialist,242 reviews
Staples,Data Engineer,"8,808 reviews"
Massachusetts General Hospital(MGH),Program Coordinator,787 reviews
Worldstrides,Junior Sales Analyst,52 reviews
MassMutual,Manager Data Architects and Database Systems Group,760 reviews
Thermo Fisher Scientific,Applications Scientist,"1,808 reviews"
Alnylam,Bioinformatics Scientist,12 reviews
"Alexion Pharmaceuticals,Inc.","Associate Director, Clinical Data Management",82 reviews
General Electric,Position Tracking and Prediction Scientist,220 reviews
University of Massachusetts Boston,Science Training Program (STP) Office and Projects Coordinator,718 reviews
AER,Ocean Research Scientist,16 reviews
Astellas Pharmaceuticals,"Research Scientist, Mitochondrial Biology",140 reviews
Sanofi,Sr. Data Scientist,"2,687 reviews"
Google,"Technical Solutions Consultant Intern, Summer 2018","2,391 reviews"
Amazon.com,Performance Analysis Engineer,"24,699 reviews"
Staples,Senior Data Scientist,"8,808 reviews"
M.Gemi,VP of Retail,-
"Veterans Affairs, Veterans Health Administration",Health Technician Telehealth - External,"4,026 reviews"
Aspen Technology,Expert Data Scientist,40 reviews
"Anthem, Inc.",Research Data Assistant Senior(Data Manager)-PS8215,"3,090 reviews"
CDM Smith,Enterprise Data Architect,171 reviews
Aspect Software Inc,Big Data Engineer,79 reviews
Harvard University,Assistant Director of Research,558 reviews
Commonwealth of Massachusetts,Data Warehouse Deputy Director,331 reviews
KPMG,"Business Analyst, Health & Human Services","4,382 reviews"
AKCEA Therapeutics,"Clinical Science Associate, Western Canada",-
Carbon Black,Lead Data Scientist,5 reviews
Google,Security and Compliance Cloud Consultant,"2,391 reviews"
Liberty Mutual,"Advanced Analytics Consultant, Employee Experience","2,509 reviews"
Department of the Air Force,Meterologist,"18,820 reviews"
Massachusetts Bay Transportation Authority,Supervisor of Fleet Analysis,52 reviews
Dana-Farber Cancer Institute,Bioinformatics Scientist- Pedi,243 reviews
Massachusetts Port Authority,PMWeb & Data Analytics Systems Administrator,26 reviews
Steward Health Care,Data Warehouse Engineer,77 reviews
Amazon.com,Software Engineer - Kendall Square/Cambridge,"24,699 reviews"
Amazon.com,"Software Engineer - Alexa, Kendall Square/Cambridge","24,699 reviews"
AmerisourceBergen,Clinical Data Analyst - SQL,"1,183 reviews"
Brigham & Women's Hospital(BWH),BIOINFORMATICIAN I / 40 HOUR / DAY / BWH - CHANNING DIVISION OF NETWORK MEDICINE,746 reviews
QIAGEN,Associate Scientist,40 reviews
Empirix,Data Warehouse Engineer,8 reviews
Pear Therapeutics,Biostatistician,-
Harvard University,Administrative Fellow (Graduate School of Design),558 reviews
Dana-Farber Cancer Institute,Research Fellow,243 reviews
Wayfair,"Consumer Insights Manager, Brand & International",321 reviews
InterSystems Corporation,Technology Evangelist - IRIS Data Platform,18 reviews
