company,job,number_of_evaluations
Niantic Labs,"Software Engineer, Machine Learning",-
Google,"Data Analyst, Trust and Safety, YouTube","2,391 reviews"
LeapYear,Software Engineer - Machine Learning R&D,-
Fathom Health,"Software Engineer, Machine Learning",-
Google,"Technical Policy Specialist, Trust and Safety","2,391 reviews"
Square,Data Science Fall Intern,51 reviews
Splunk,Software Engineer – Machine Learning,27 reviews
"Williams-Sonoma, Inc.",Principal Machine Learning Engineer,"1,538 reviews"
Chime,Fraud Specialist,12 reviews
The Climate Corporation,Deep Learning Scientist - Yield Analytics,11 reviews
Affirm,Engineering Manager - Machine Learning,3 reviews
Sumo Logic,Staff Engineer – Machine Learning,-
Glassdoor,"Senior Machine Learning Engineer, User Insights",23 reviews
Google,"Copyright Operations Specialist, YouTube","2,391 reviews"
Amazon.com,"Head of Brand, Programming, and Artist Design","24,699 reviews"
Upstart,Data Scientist - Machine Learning / Deep Learning Specialist,5 reviews
Walmart eCommerce,Director of Machine Learning Science,"143,132 reviews"
Google,"Research Scientist, Google Brain (United States)","2,391 reviews"
Amazon.com,"North America Partner Leader, Healthcare","24,699 reviews"
Amazon.com,"ISV Alliance Manager, Strategic Accounts","24,699 reviews"
Coinbase,Software Engineer (Intern) - Data Engineering (Machine Learning),3 reviews
Glassdoor,"Lead Data Scientist, Machine Learning",23 reviews
Google,"Enforcement Detection Analyst, Trust and Safety, YouTube","2,391 reviews"
Walmart eCommerce,"Senior Manager, Machine Learning Scientist","143,132 reviews"
Enlitic,Deep Learning Engineer,-
Sizmek,Software Engineer - Artificial Intelligence & Machine Learning,13 reviews
Uber,"Data Analyst, Risk",479 reviews
Amazon.com,Big Data Solutions Architect,"24,699 reviews"
Cisco,Senior Machine Learning Engineer - MindMeld Conversational AI,"3,890 reviews"
Bevov,UI UX Internship,-
Adobe,"Senior Manager, Applied Machine Learning",439 reviews
Wish,Risk Policy Analyst,14 reviews
Twitch,Applied Scientist - Recommendations,31 reviews
PubMatic,Machine Learning Engineer,29 reviews
City & County of San Francisco,Data Scientist,36 reviews
Microsoft,Analyst – Workplace Analytics Customer Solutions,"4,485 reviews"
Amazon.com,R&D Engineer,"24,699 reviews"
Kaplan,Part-time instructor of Statistics for Data Science and Machine Learning,"1,331 reviews"
HotelTonight,Senior Machine Learning Engineer,5 reviews
Oracle,Information Security Machine Learning Quality Engineer,"3,952 reviews"
"Anaplan, Inc.","Product Lead, Machine Learning",-
WeQ Global Tech GmbH,Summer Intern - Advertiser Operations,-
Federal Reserve Bank of San Francisco,Fintech Analyst,32 reviews
Kelvin,Customer Success Specialist,5 reviews
C3 IoT,Data Scientist – Deep Learning,-
World Economic Forum LLC,Community Specialist (San Francisco),-
Plaid,Data Analyst,2 reviews
Apple,"Siri - Index Selection, Backend Software Engineer","5,529 reviews"
Credit Karma,Senior Machine Learning Engineer,6 reviews
Amazon.com,"Principal Specialist Sales, Database and Analytics","24,699 reviews"
"GenapSys, Inc.",Signal Processing & Data Analyst,-
VSCO,"Senior Program Manager, Machine Learning",-
Planet,Artist in Residence,63 reviews
Bolt,Communications & Events Manager,-
Autodesk,"Research Scientist, Generative Adversarial Networks (GAN)",307 reviews
Clarivate Analytics,Principal Software Engineer - Machine Learning,27 reviews
"Zendrive, Inc.",Business Analyst,-
Directly Software,Recruiter,-
Castle Global,AI Strategy Summer Associate,-
Google,"Developer Advocate, Python","2,391 reviews"
Ask Media Group,Data Scientist,-
"Anaplan, Inc.",Senior Machine Learning Engineer,-
Amazon.com,Backend Software Engineer - Recommendations,"24,699 reviews"
Directly Software,Operations Manager,-
Amazon.com,Solutions Architect - Amazon Web Services,"24,699 reviews"
Glu Mobile,Data Analyst,14 reviews
Lawrence Berkeley National Laboratory,Research Associate (Computational Research),120 reviews
Visa,"AI and Innovation Scientists, Visa Predictive Models",591 reviews
"GenapSys, Inc.",Senior Machine Learning Scientist,-
Castle Global,Public Relations Associate,-
Ipsy,"Senior Manager, Machine Learning",3 reviews
Square,Growth Marketing Analyst,51 reviews
Amazon.com,"Principal Solutions Architect, Database Freedom","24,699 reviews"
Google,"Manager, Google Fiber Customer Service Tools","2,391 reviews"
Cruise Automation,Senior Machine Learning Engineer,17 reviews
Intrexon Corporation.,Data Scientist - Statistics,-
Hewlett Packard Enterprise,Data Scientist,"3,400 reviews"
Federal Reserve Bank of San Francisco,Fintech Policy Advisor,32 reviews
State Street,Research Technologist,"1,855 reviews"
BOLD,Data Scientist,5 reviews
Tonal,Data Scientist,-
Oracle,Machine Learning Architect / Developer - Cloud Security,"3,952 reviews"
Judicial Council of California,05/01/2018,22 reviews
Oracle,Senior Machine Learning Quality Engineer,"3,952 reviews"
Oracle,Senior Machine Learning Quality Engineer,"3,952 reviews"
Cisco,Business Analyst - CloudSecurity,"3,890 reviews"
System1 Biosciences,Research Associate I-II,-
Bevov,Business development Intern,-
Twitter,"Data Scientist, Product",55 reviews
The Climate Corporation,Quantitative Researcher: Applied Mathematics,11 reviews
Illumina,Staff Scientist,132 reviews
Google,"Marketing Experiences Producer, Google Cloud Marketing","2,391 reviews"
Brighterion,"Analyst, Customer Delivery - Brighterion",23 reviews
Google,"Data Scientist, Engineering","2,391 reviews"
C3 IoT,Sr. Software Engineer - AI/Machine Learning,-
Smule,Senior Machine Learning Engineer,4 reviews
Moody's Analytics,Associate - Data Intelligence Analyst,256 reviews
Castle Global,People Operations Associate,-
Amazon.com,Sr. AI Solutions Architect,"24,699 reviews"
Bolt,Research Scientist,-
insitro.com,Scientist (Biology),-
Comfy,Junior Project Manager,11 reviews
FuelX,Performance Analyst,-
Electronic Arts,Data Scientist I,385 reviews
Clarity Insights,"Data Analyst - Consultant - San Francisco, CA",7 reviews
Oracle,QA Analyst 5-ProdDev,"3,952 reviews"
Directly Software,"Program Manager, Expert Operations",-
University of California San Francisco,"Data Scientist, CDHI",263 reviews
TEECOM,Designer,3 reviews
C3 IoT,User Experience Design Intern,-
Amazon.com,"Software Development Engineer, Game Marketing","24,699 reviews"
Macy's,"Director, Data Domain Delivery (macys.com)","25,219 reviews"
High Lantern Group,"Analyst, Issue Analytics",-
Endgame,Senior Threat Researcher,3 reviews
Google,"Developer Advocate, Firebase and Games","2,391 reviews"
The Climate Corporation,Atmospheric Scientist (Geospatial),11 reviews
Glocomms,Machine Learning Engineer,-
Square,"Data Scientist, Seller",51 reviews
Siluria Technologies,Data Scientist,4 reviews
American Academy of Ophthalmology,Data Analyst,10 reviews
Allstate,D3- Sr. NLP Deep Learning Data Scientist,"5,227 reviews"
Exabeam,Human Resources Generalist - Operations,-
Siluria Technologies,Data Engineer,4 reviews
Castle Global,Business Operations Associate,-
Galvanize,Evangelist,14 reviews
Apple,"Software Engineer (C/C++), Query","5,529 reviews"
Plaid,Data Scientist,2 reviews
Affirm,Quantitative Markets Senior Analyst,3 reviews
JLL,Digital Advisor,"1,733 reviews"
Fanatics Inc.,Data Scientist,372 reviews
Coinbase,Senior Software Engineer - Machine Learning,3 reviews
FuelX,Junior Account Executive,-
Amazon.com,"Principal Solutions Architect, Database & Analytics","24,699 reviews"
Johnson & Johnson Family of Companies,"Strategy and Business Operations Lead, Health Tech Strategy","3,228 reviews"
Johnson & Johnson Family of Companies,"Strategy and Business Operations Lead, Health Tech Strategy","3,228 reviews"
Macy's,"Director, Strategy & Innovation","25,219 reviews"
Google,"Policy Specialist, Developer and Enterprise Products, Global Product Policy","2,391 reviews"
Chime,Fraud Operations Supervisor,12 reviews
Splunk,Senior Software Engineer – Machine Learning,27 reviews
Square,"Data Scientist, Operations",51 reviews
Amazon.com,Sr. Technical Program Manager - Amazon Music Catalog,"24,699 reviews"
Oracle,Sr. Prin / Architect - Software Dev - Chatbot Platform - AI / Machine Learning / NLP,"3,952 reviews"
Eventbrite,Data Scientist - Risk,7 reviews
Salesforce,Data Science & Engineering Leaders,363 reviews
Roche,Quantitative Scientist-DIS,"1,541 reviews"
Amazon.com,Software Development Engineer,"24,699 reviews"
Quantcast,"Head of Product, Platforms",12 reviews
FICO,Analytic Scientist,114 reviews
Quantcast,Account Planner,12 reviews
Electronic Arts,Research Data Scientist,385 reviews
Amazon.com,Senior Backend Engineer - Recommendations,"24,699 reviews"
Quantcast,Product Designer,12 reviews
Harnham,Machine Learning Engineer,-
System1 Biosciences,Recruiting Manager,-
System1 Biosciences,Recruiting Manager,-
Need To Impeach,Data Analyst / Data Scientist,-
Lawrence Berkeley National Laboratory,Career Track Earth Research Scientist,120 reviews
Amazon.com,"Sr. Manager, Solutions Architecture","24,699 reviews"
Verisk Analytics,Analytic Scientist (VIA),54 reviews
Genentech,"Associate Scientist/Scientist, Drug Metabolism and Pharmacokinetics, Genentech Research",659 reviews
Square,"Business Operations Analyst, Risk",51 reviews
City & County of San Francisco,Product Manager,36 reviews
Rainforest QA,Data Science Generalist,-
DataFox,Customer Success Manager,-
Goldman Sachs,CCBD Technology - Quality Assurance - Analyst/Associate,"1,116 reviews"
City & County of San Francisco,Technology Expert I - Data Scientist,36 reviews
"Williams-Sonoma, Inc.",Data Scientist,"1,538 reviews"
Macy's,Big Data Architect (macys.com),"25,219 reviews"
Brave Software Inc.,Visiting Professor,-
eBay Inc.,Python Programmer,"1,395 reviews"
Aera Technology,Data Scientist (Customer Engagement),-
"Medallia, Inc.",Text Analytics Contractor (Portuguese),11 reviews
Harness.io,Technical Writer,-
SigOpt,Research Engineer,-
Golden State Warriors,Data Engineer,24 reviews
CyberCube Analytics,Data Scientist,-
Walmart eCommerce,Recruiter,"143,132 reviews"
Diverse Lynx,Applied Machine Learning Resource,81 reviews
"Zendrive, Inc.",Data Scientist,-
Groupon,Data Scientist,615 reviews
Feedzai,Business Insights Analyst,-
"Pandora Media, Inc.","Staff or Principal Scientist, Content Science",31 reviews
Prosper,Credit Risk Analyst,28 reviews
Uber,"Conversational AI Research Scientist, AI Labs",479 reviews
SAP,"Intern, Technical Development for Corporate Strategy Group","1,598 reviews"
Narvar,Staff Data Scientist,5 reviews
Franklin Templeton Investments,"Research Analyst, Mortgage-Backed Securities (MBS)",504 reviews
Sustainable Recruitment Concepts,MACHINE LEARNING SCIENTIST,-
Color Genomics,"Senior Software Engineer, Machine Learning",-
Lawrence Berkeley National Laboratory,Detecting Modified Organisms Postdoctoral Scholar,120 reviews
Amazon.com,"Senior Solutions Architect, Database & Analytics","24,699 reviews"
Guardant Health,Bioinformatics Scientist (AJ),7 reviews
LeapYear,Data Scientist,-
Uber,Behavioral Data Scientist,479 reviews
Roche,Data Analyst-DIS,"1,541 reviews"
insitro.com,Scientist / Research Associate (Biology),-
Driven Brands,Business Analyst,29 reviews
Goldman Sachs,CCBD Technology - Marcus Scrum Master,"1,116 reviews"
Directly Software,Director QA,-
Coffee Meets Bagel,Director of Data,-
Clarivate Analytics,Data Scientist,27 reviews
FuelX,Data Scientist,-
Slack,Business Intelligence Engineer,6 reviews
Counsyl,"Clinical Operations, Data Analyst",2 reviews
Counsyl,"Clinical Operations, Data Analyst",2 reviews
Coupa Software,Data Scientist,4 reviews
Brighterion,QA Engineer - Brighterion,23 reviews
Presto US,Data Scientist,-
City & County of San Francisco,Technology Expert I - Data Architect,36 reviews
Autodesk,"AI Systems Engineer, Autodesk AI Lab",307 reviews
Figure,Data Engineer,4 reviews
Visa,"Credit Risk Modeling, Visa Predictive Models",591 reviews
ThirdLove,Data Scientist,16 reviews
Box,Threat Intelligence Engineer,3 reviews
SigOpt,Customer Success Manager,-
Opendoor,Data Scientist (Predictive Services),11 reviews
Autodesk,"Senior Operations Analyst, Autodesk Education Experiences",307 reviews
Thrive Global,Data Science & Engineering,2 reviews
Castle Global,Data Scientist,-
Orange Silicon Valley,Technology Analyst - Connected Cars,2 reviews
FuelX,Account Manager,-
Cisco,Data Scientist - MindMeld Conversational AI,"3,890 reviews"
Apple,"Siri - Senior Search Engineer, International","5,529 reviews"
Moody's Analytics,Assistant Director – Research Associate,256 reviews
Moody's Analytics,Assistant Director – Research Associate,256 reviews
FuelX,Database Administrator,-
Autodesk,"Strategy and Analytics Manager, Autodesk Education Experiences",307 reviews
C3 IoT,Data Scientist,-
Uber,"Speech Research Scientist, AI Labs",479 reviews
Jobspring Partners,Data Scientist/Machine Learning Engineer,26 reviews
Google,"Technical Program Manager, Project Fi","2,391 reviews"
Sears Holdings Management Corporation,Data Scientist,"23,762 reviews"
BNP Paribas,Advanced Analytics Analyst,"2,123 reviews"
Facebook,"Research Scientist, Physically-based Simulation for Virtual Humans",344 reviews
Bank of the West,Advanced Analytics Analyst,901 reviews
Autodesk,Corporate Counsel,307 reviews
Pocket Gems,Data Scientist,7 reviews
Warner Bros. Entertainment Group,"Sr. Analyst, Game Data",262 reviews
Electronic Arts,Data Scientist (eCommerce),385 reviews
Lawrence Berkeley National Laboratory,2018 NERSC Summer Student Projects (CS Summer Student Program),120 reviews
Salesforce,"Lead or Principal Machine Learning Engineer, Philanthropy Cloud Einstein",363 reviews
Wells Fargo,Quantitative Analytics Cons 2,"27,026 reviews"
Walmart eCommerce,Staff Data Scientist,"143,132 reviews"
Moogsoft,Technical Courseware Developer,-
Adobe,"Sr. Experience Designer, AI/ML",439 reviews
ProtonMail,Anti-Spam Anti-Abuse Engineer,-
LendingClub,Data Engineer - Risk,57 reviews
Roche,Data Scientist-DIS,"1,541 reviews"
Change Healthcare,Data Scientist,379 reviews
Strava,Data Scientist,-
TEECOM,BIM Specialist,3 reviews
The Black Tux,Showroom Associate (San Francisco),4 reviews
drawbridge,Head of Customer Success,3 reviews
"Dialpad, Inc.",NLP Engineer,-
FuelX,Account Executive,-
HTC,Analytics Manager,82 reviews
Google,"Developer Relations Program Manager, Developer Ecosystem","2,391 reviews"
Tubi TV,Data Scientist,-
Ahrefs,Data Scientist (Big Data Analytics),-
Ascent Services Group,Machine Learning Scientist,10 reviews
Presto US,Backend Python Developer,-
WeWork Global Technology,Principal Scientist,-
Celgene Corporation,"Postdoc Fellow, Research Analytics",177 reviews
Charles Schwab,"Associate, R&D Engineer",867 reviews
Autodesk,Robotics Research Engineer/Scientist,307 reviews
Apple,Siri - Search/Domains Backend Software Engineer,"5,529 reviews"
Google,"Sales Engineer, AdTech, Google Cloud","2,391 reviews"
Cruise Automation,Perception Expert,17 reviews
ZapLabs LLC,Junior Big Data Engineer,-
"Anaplan, Inc.",Director of Competitive Intelligence,-
Quantcast,"Head of Product, Targeting",12 reviews
VIR,"Scientist, Bioinformatics",-
Kilpatrick Townsend & Stockton LLP,Patent Prosecution Associate - Optics/EE – CA/WA,19 reviews
Salesforce,Senior / Lead / Principal - Search Relevance - Machine Learning Engineer,363 reviews
DataFox,Business Development Representative,-
Comfy,Customer Support Associate,11 reviews
"Turnitin, LLC",R&D Software Engineer - All Levels (REMOTE),-
"Niantic, Inc.",Product Manager,-
Castle Global,Business Development - Broadcasters,-
LimeBike,Data Scientist,6 reviews
Lawrence Berkeley National Laboratory,2018 ESnet Summer Student Projects (CS Summer Student Program),120 reviews
Mathematica Policy Research,Data Scientist - Human Services,65 reviews
CSAA Insurance Group,Innovation Data Analyst / Scientist,162 reviews
SAP,"Hipmunk - Fullstack Engineer, AI and Chatbots","1,598 reviews"
Lawrence Berkeley National Laboratory,Postdoctoral Scholar,120 reviews
Google,"Software Engineer, YouTube","2,391 reviews"
Visa,"Manager, Analytics",591 reviews
Quantcast,"Head of Product, Privacy",12 reviews
Workday,Data Engineer – Streaming Event,47 reviews
PicnicHealth,Operations Engineer,-
Blue Owl,Data Scientist - Insurance,-
Coinbase,Senior Software Engineer - Machine Learning Platform,3 reviews
Genentech,"VP, Applied Advanced Analytics (PHC)",659 reviews
Rally Health,"Data Scientist, Marketing",8 reviews
Adobe,"Sr. Experience Designer, ML/AI",439 reviews
Axius Technologies,Applied Machine Learning,10 reviews
"lvl5, Inc.",Technical Recruiter,-
"Medallia, Inc.","Senior Software Engineer, Machine Learning",11 reviews
Castle Global,Sales Development Representative - Hive,-
Cafyne,Data Scientist,-
Eventbrite,Product Analyst,7 reviews
Fujitsu,"Solution Lab Manager - FTBA - Sunnyvale, CA","1,190 reviews"
VF Corporation,Global Innovation: Technology Development Manager,627 reviews
Roche,Population Health Science Leader-DIS,"1,541 reviews"
Twitter,"Product Manager, Anti-Abuse",55 reviews
Twitter,Director of Strategy and Planning,55 reviews
Moogsoft,Sales Coordinator,-
Twitch,Software Engineer - Discovery/ML Platforms,31 reviews
Exabeam,Sales Operations Analyst,-
Google,"Developer Programs Engineer, Cloud IoT Core","2,391 reviews"
Twitter,Senior Business Intelligence Analyst,55 reviews
University of California Berkeley,Lecturer - Statistics,239 reviews
Doximity,Senior Data Analyst,2 reviews
Google,Software Engineer,"2,391 reviews"
JustAnswer,QA Manager,6 reviews
Lawrence Berkeley National Laboratory,Data Science Postdoctoral Scholar,120 reviews
Quantcast,Account Manager,12 reviews
Castle Global,Business Operations Manager,-
Genentech,Records and Technology Manager,659 reviews
Payette Group,Machine Learning Engineer,-
Twitch,Senior Applied Scientist - Recommendations,31 reviews
Goldman Sachs,CCBD Technology - Strategy & Business Development Chief of Staff Team,"1,116 reviews"
Genentech,PHC Data Scientist - Analytics,659 reviews
Autodesk,Lead Technical Support Specialist,307 reviews
Wish,Sr. Risk Data Analyst,14 reviews
KPMG,"Manager, Data Analytics","4,382 reviews"
Google,"Technical Program Manager, Trust and Safety, YouTube","2,391 reviews"
Amazon.com,Senior Software Engineer | Twitch,"24,699 reviews"
Quantcast,"Software Engineer, New Graduate 2018",12 reviews
Oracle,Principal Field Analyst,"3,952 reviews"
Leidos,Drug Discovery Data Scientist (NCI),510 reviews
Credit Karma,"Product Manager, Data (multiple positions)",6 reviews
Yelp,Product Manager - Data Infrastructure,298 reviews
Microsoft,Software Engineer,"4,485 reviews"
BuildZoom,Software Engineering Intern (Fall '18),2 reviews
drawbridge,AP Accountant,3 reviews
Yelp,"Product Manager - Ads - Targeting, Delivery, and Data Mining",298 reviews
Grant Engine,Software & AI Grant Writer,-
Uber,Product Manager - Global Intelligence,479 reviews
Payette Group,Data Scientist - Machine Learning,-
Cox Enterprises,Data Scientist,111 reviews
ClearScale LLC,Sales Representative,-
Hotwire,Principal Software Architect (Hotwire - San Francisco),23 reviews
Exabeam,Recruiter - Contract,-
Castle Global,Business Operations Manager - Hive,-
Domino Data Lab,Corporate Controller,-
FuelX,Data Engineer,-
Splunk,Director of State/Local Government Affairs,27 reviews
C3 IoT,Forward Deployed Solution Leader (US),-
Google,"Software Engineer, Imaging","2,391 reviews"
Microsoft,Software Engineer - Mixed Reality Capture,"4,485 reviews"
Google,"Developer Advocacy Manager, Google Cloud AI/ML","2,391 reviews"
Exabeam,Payroll Specialist,-
Uber,"Data Science Manager, Uber Eats (SF)",479 reviews
Yelp,Group Product Manager - Content Growth & Community,298 reviews
LiveAction,Purchasing Manager,2 reviews
Levi Strauss & Co.,QA/Release Manager,"1,778 reviews"
Credit Karma,Decision Science Partner,6 reviews
Apple,Siri - Software Engineer (C/C++) Indexing and Storage,"5,529 reviews"
Twitter,Engineering Manager,55 reviews
Genentech,Associate PHC Data Scientist/PHC Data Scientist - Analytics,659 reviews
Insikt,Data Engineer,-
Clarivate Analytics,"Manager, Data Science",27 reviews
Square,"Product Manager, Risk",51 reviews
Zeta Global,HR Business Partner,11 reviews
WeQ Global Tech GmbH,"Manager, Key Accounts",-
Moogsoft,Technical Recruiter,-
Essence,Global Analytics Program Lead,6 reviews
Amazon.com,"Sr. Product Manager, Book Acquisition (Goodreads)","24,699 reviews"
Twitch,Backend Software Engineer - Recommendations,31 reviews
Macy's,"Director of Engineering, eCommerce, Customer Management (macys.com)","25,219 reviews"
ClearScale LLC,Solutions Architect,-
Gilead Sciences,Senior Biostatistician,237 reviews
IQVIA,"Data Architect, CTOS, US",95 reviews
Feedzai,Data Scientist,-
Prosper,Director of Credit Strategy,28 reviews
Exponent,Software and Analytics Scientist,27 reviews
Adobe,Software Developer,439 reviews
Microsoft,BUSINESS PARTNER DEV LEADER,"4,485 reviews"
Castle Global,Business Development - Hive (Broadcasters),-
PicnicHealth,Front-End Engineer,-
Visa,"Manager - Model Testing and Validation, Visa Predictive Models",591 reviews
Google,"Software Engineering Intern, PhD, Fall 2018","2,391 reviews"
Lattice Engines,Architect,6 reviews
Castle Global,Frontend Engineer,-
"Williams-Sonoma, Inc.",Vice President Technology- International Systems,"1,538 reviews"
SigOpt,Marketing Operations Lead,-
JP Morgan Chase,Digital Analytics: Senior Data Analyst,"19,910 reviews"
Harnham,Senior Deep Learning Data Scientist,-
Yelp,Software Engineer - Intern - Fall,298 reviews
Zoosk,Senior Data Analyst,10 reviews
Make School,Data Science Instructor,-
Grid Dynamics,Client Partner,2 reviews
Uber,"Data Scientist, Strategic Finance",479 reviews
Uber,"Data Scientist, Strategic Finance",479 reviews
Clarivate Analytics,Principal Data Scientist,27 reviews
RiskIQ,Data Engineer,4 reviews
Constellation Brands,"Intern, Web/Mobile Application Development",146 reviews
DuPont,Distinguished Data Scientist,946 reviews
LendingClub,Credit Risk Manager,57 reviews
Exabeam,Customer Success Engineer,-
Infoscout,Backend Engineer,-
Oracle,Software Developer 5,"3,952 reviews"
University of California Berkeley,Lecturer - Data Science - School of Information,239 reviews
Moody's Analytics,Director - Quantitative Research (CECL / IFRS 9),256 reviews
Essence,Director of Data Science,6 reviews
Cruise Automation,Research Engineer - Sensor Emulation,17 reviews
Posh Technologies,BI Engineer,9 reviews
Sizmek,Senior Software Engineer - Machine Learning/Modeling,13 reviews
Cruise Automation,Radar Signal Processing Engineer,17 reviews
Harnham,Senior Machine Learning Engineer,-
Glassdoor,"Manager, Data Science - Consumer",23 reviews
Figure Eight,"Director, Professional Services",-
Castle Global,Business Development - Brands,-
Proteus Digital Health,"Director, Algorithms",14 reviews
23andMe,"Scientist, Computational Biology",4 reviews
Harness.io,Sales Development Representative,-
The Clorox Company,Associate Global Insights Manager,475 reviews
Goldman Sachs,Engineering - CCBD Technology - Quality Assurance Marcus - Analyst - San Francisco,"1,116 reviews"
Castle Global,Product Manager,-
Twitter,"Product Manager, Media Understanding",55 reviews
Opendoor,Product Manager - Pricing,11 reviews
Amazon.com,"Sr. Sales Manager, Database and Analytics Specialist Sales","24,699 reviews"
Uber,Group Product Manager - Global Intelligence,479 reviews
Microsoft,Cloud Solution Architect,"4,485 reviews"
Glu Mobile,Lead Data Analyst,14 reviews
Exabeam,Accounts Payable Specialist,-
"Dialpad, Inc.",Speech Recognition Engineer,-
Golden Gate University,"Adjunct Faculty, Business Analytics, Ageno School of Business",31 reviews
Cruise Automation,Frontend Engineer,17 reviews
Cruise Automation,Product Designer - Tools,17 reviews
"Motiv, Inc",Algorithm Engineer/Data Scientist,-
Google,"Vertical Solutions Engineer, Google Cloud (Media and Entertainment)","2,391 reviews"
Harnham,Senior Deep Learning Research Scientist,-
Exabeam,Director of Service Operations,-
Quantcast,"Account Executive, Inside Sales",12 reviews
Trulia,Data Scientist (Computer Vision),49 reviews
PicnicHealth,Biomedical Informatics Engineer,-
Splice,Quality Assurance Engineer,-
Exabeam,Supply Chain Director,-
Upstart,Graphic Design Lead,5 reviews
Mocana,Full Stack Developer (Device Monitoring),3 reviews
Payette Group,Software Engineer- Machine learning,-
DuPont,Remote Sensing Data Scientist (PhD),946 reviews
GoodData Corporation,Data Engineer,-
Enlitic,Backend Engineer,-
