company,job,number_of_evaluations
Xinergía,"Analistas de Datos Bussines Intelligence (PowerBI O Tableau) Lenguaje Bash, Python, Ruby, R, SQL, Inglés Intermedio",56 evaluaciones
Equifax,Application Developer - Santiago de Chile,433 evaluaciones
Adobe,Project Manager,439 evaluaciones
Google,"Customer Engineer, Google Cloud Platform (Spanish)",2.378 evaluaciones
Michael Page,Subgerencia de Informatica,155 evaluaciones
-,Ingeniero informático (Progamado Android),-
Empresa de Tecnologías de Información,Arquitecto BigData,-
Progesys,Analista de datos SPSS/JAVA,5 evaluaciones
Claro Chile,Ingeniero Gestión Clientes,2.226 evaluaciones
Helpnet Ingeniería de Recursos Humanos Ltda.,Ingeniero de datos,-
Entel,Entel está en búsqueda de un Analista Analytics,301 evaluaciones
Empresa de Tecnologías de Información,Ingeniero Especialista BigData,-
Helpnet Ingeniería de Recursos Humanos Ltda.,9 Analista BI Bigdata,-
Page Personnel,Desarrollador,110 evaluaciones
Exalitica,Desarrollador Etl,-
AppDynamics,Senior Sales Engineer,-
Entel,Entel está en búsqueda de un Analista BI,301 evaluaciones
Ubinn,Jefe Proyectos / Desarrollador,-
TRES60 Digital By Default,Android Developer,-
Michael Page,Director de Consultoría TI - Industria Transporte,155 evaluaciones
Sodimac SA,Consultor TI Senior Bigdata,16 evaluaciones
SONDA IT,Analista funcional Software Service Desk TI,-
Entel,Entel está en búsqueda de un Analista Senior Inteligencia Negocios,301 evaluaciones
-,05 May - Test Automation Chief,-
-,26-May - Test Automation Chief Software,-
Vitamin T,Senior Visualization Developer,-
Expertice-IT,Desarrollador JAVA Senior,-
