company,job,number_of_evaluations
UK Export Finance,Information Officer,4 reviews
Mudano,Data Engineer,-
EY,Forensic Data Analytics Associate - London,"5,232 reviews"
Bud,Data Analyst,4 reviews
ITL UK,Analyst - Data Science,-
Peakon,Data Analyst,-
Liberty Global,DevOps Engineer / Big Data,30 reviews
GSMA,"Project Manager, Big Data for Social Good",24 reviews
Sopra Steria,Data Engineer,302 reviews
IntroPro,Data Scientist,-
SapientRazorfish,Big Data Architect - Engineering Transformation,42 reviews
Templeton and Partners,Data Scientist - London,-
Guru,TECHNICAL ARCHITECT / TECH LEAD – (BIG DATA PROJECTS),13 reviews
BAE Systems Applied Intelligence,Data Analyst,45 reviews
Elevate Direct,Data Engineer,-
Jefferson Frank,Data Architect,-
PwC,Consulting,"5,524 reviews"
G-Research,Tableau Data Analyst,2 reviews
Morgan Stanley,Equity Strat / Quantitative Data Scientist - Associate,"2,614 reviews"
IQVIA,"Senior Engineer, Big Data, Spark",95 reviews
PwC,Data & Analytics - Financial Services,"5,524 reviews"
Criteo,EMEA Data Analyst,21 reviews
JP Morgan Chase,Java Software Engineer - Big Data - Risk Aggregation,"19,910 reviews"
Mimecast,"Big Data Software Engineer (NoSQL databases, Reporting, Analytics)",11 reviews
IQVIA,Data Scientist,95 reviews
Mudano,Data Consultants,-
PERFORM Group,Data Engineer (UK 1659),31 reviews
Experis,Big Data Developer - Central London,521 reviews
Harrods Limited,Data Networks Analyst,296 reviews
BBC,"Software Engineer, Android App (Connected Data - Machine Learning)",356 reviews
G-Research,Linux Big Data Engineer,2 reviews
Expedia,"CONTRACT - Software Engineer (Java, Big Data, Machine Learning)",591 reviews
Denodo,Data Engineer - SQL / Big Data / Java,-
Merkle Periscopix,Data Scientist,-
JP Morgan Chase,CIB – Data Science – Data Scientist - Associate,"19,910 reviews"
Zensar Technologies,BI Data Modelling,413 reviews
Notonthehighstreet.com,Data Engineer,7 reviews
Deutsche Bank,Data Scientist - Information Retrieval/Machine Learning Researcher,"2,058 reviews"
Zopa,Data Scientist,3 reviews
Imperial College London,Research Assistant / Associate,108 reviews
BGL Group,Data Scientist,71 reviews
JP Morgan Chase,Chief Data Office - Data Manual Lineage Analyst - Associate,"19,910 reviews"
PERFORM Group,Data Architect (UK 1011),31 reviews
Harrods Careers,Data Networks Analyst,-
Alibaba,Alibaba Cloud Data Scientist London,15 reviews
Huntress,Big Data Engineer,22 reviews
Microsoft,Data Scientist,"4,486 reviews"
GroupM EMEA,Data Scientist,-
Harrods Limited,Data Networks & Security Principle Analyst,296 reviews
Apple,AMP - Senior Software/Data Engineer,"5,529 reviews"
BGL Group,Senior Big Data Developer,71 reviews
Bud,Data Architect,4 reviews
Lloyds Banking Group,Agile Data Innovation Manager - Customer Journeys,"1,260 reviews"
AI-Adam,Data Analyst,-
BAE Systems Applied Intelligence,Data Architect,45 reviews
Deloitte,"Deloitte, Financial Advisory, Forensic Analytics – Big Data Architect, St Albans","6,694 reviews"
Babylon Health,BI Data Scientist,-
thetrainline,Data Scientist,-
Luxoft,Data Scientist,52 reviews
Expedia,"Senior Software Engineer (Java, Big Data)",591 reviews
G-Research,Data Scientist,2 reviews
Farfetch,Software Engineer - Data Science and Big Data,-
Oliver Bernard Ltd,Big Data Engineer,-
Goldman Sachs,GSAM Global Data Distribution Full Stack Engineer - London,"1,116 reviews"
Celtra Inc.,Data Scientist,-
Goldman Sachs,Platform - Enterprise Reference Data - London,"1,116 reviews"
Expedia,Java Software Development Engineer (Big Data Platform),591 reviews
Templeton and Partners,Data Scientist - Contract - London - Rate to be confirmed - ASAP,-
Salt Recruitment,Hadoop / Big Data Administrator,2 reviews
Digitech Resourcing Ltd,Data Scientist,-
Mudano,Customer Facing Data Scientist,-
Teradata,"Data Foundation Practice Lead, UK & Ireland",129 reviews
Worldpay,Data Modelling Analyst,166 reviews
Monarch IT,Neo4J Big Data consultant,-
Hertfordshire County Council,BBO Project Data Officer,88 reviews
Ministry of Defence,Armed Forces People Programme - Business Readiness Coordination,385 reviews
Source Technology Ltd,Big Data Developer,-
Ministry of Defence,Armed Forces People Programme - Governance / Reporting and MI / RAIDOD,385 reviews
Liberty Global,Data Scientist,30 reviews
BAE Systems Applied Intelligence,Data Scientist,45 reviews
BAE Systems Applied Intelligence,Data Consultant,45 reviews
Google,"Global Deals Analyst, Global Client and Agency Solutions","2,392 reviews"
Zoopla Property Group,Data Scientist,3 reviews
Dentons,London - Global Finance Data Analyst,56 reviews
BRITISH SKY BROADCASTING GROUP,Data Warehouse Test Specialist,98 reviews
DLA Piper,"Associate, Data Protection",153 reviews
Harnham,BIG DATA ENGINEER,-
Google,"Strategy Analyst, Business Finance","2,392 reviews"
Vitality,Data Scientist,34 reviews
PERFORM Group,Head of Data Management (UK 1658),31 reviews
Centrica,Data Scientist,"1,039 reviews"
King.com,Data Engineer,-
Teradata,Data Foundation Practice –Practice Leader,129 reviews
Archant,Investigations Journalist,25 reviews
MVF Global,Digital Data Analyst,5 reviews
Schibsted Media Group,Data Engineer,-
Oracle,Data Scientist 4,"3,952 reviews"
PwC,"Graduate, Technology, Forensic Data Analytics, London, 2018","5,524 reviews"
Direct Line Group,Data Insights Consultant,316 reviews
Immediate Media Co London Ltd,Apprentice Data Analyst,-
IMS Health,"Data Scientist, Machine Learning & AI Solutions","1,015 reviews"
Harrods Careers,Data Networks & Security Principle Analyst,-
ECR Global Ltd,Data Analyst,-
Imperial College London,Research Associate,108 reviews
Perrett Laver,Housing and Homelessness Programme Officer,-
mixcloud ltd,Python Data Engineer London/Cambridge,-
Twitter,Data Scientist,55 reviews
FACEIT,Data Engineer,2 reviews
PERFORM Group,Data Scientist (UK 1532),31 reviews
Smarkets,Data Platform Engineer,-
Owlstone Medical,Data Engineer,-
Facebook,"Data Engineer, Analytics",344 reviews
Wade Macdonald Associates.,Big Data Engineer,-
Reqiva,BIG DATA ENGINEER ETL,-
Citi,Data Engineer (London Innovation Lab),"13,834 reviews"
Aviva,Data Scientists (Customer Science),825 reviews
JP Morgan Chase,Business Analysis - Rates eTrading,"19,910 reviews"
dunnhumby,Senior Data Scientist,31 reviews
"Department for Business, Energy & Industrial Strat...",Senior Intelligence Analyst,-
Reqiva,BIG DATA ENGINEER,-
Whitehall Resources Ltd,Big Data Analyst,-
Churchill Frank,Big Data Engineer,-
BRITISH SKY BROADCASTING GROUP,Data Scientist,98 reviews
Capgemini,Graduate Insights & Data Consultant,"5,578 reviews"
JP Morgan Chase,Application Support – Associate - London,"19,910 reviews"
Denodo Technologies,Data Engineer - SQL / Big Data / Java,-
Linux Recruit,Big Data Engineer,-
Morgan McKinley,Big Data Architect,19 reviews
PwC,Pharma and Life Sciences Consulting,"5,524 reviews"
L'Oréal,Supply Planner - Luxury Division,"2,411 reviews"
Savvy Media Group,Research Data Analyst,-
Salt Recruitment,Big Data Architect,2 reviews
BJSS,Data Engineer,-
EPAM Systems,Technical Big Data Business Analyst,123 reviews
DXC,System / Data Analyst,"1,377 reviews"
Synechron,Data Architect,194 reviews
Yodel,Data Analyst,468 reviews
Elsevier,Data Engineer,469 reviews
Cognizant,Data Engineer – Talend,"9,959 reviews"
PwC,Strategy - Consultant,"5,524 reviews"
AVL,Data Science Engineer,17 reviews
dunnhumby,Data Developer,31 reviews
JP Morgan Chase,CIB – Macro – Business Intelligence Group – Data Analyst – VP / ED,"19,910 reviews"
Salt Recruitment,Big Data Engineer,2 reviews
Apple,"Data Scientist, Apple Media Products","5,529 reviews"
State Street,Cloud Data Analyst,"1,855 reviews"
QuintilesIMS,Data Scientist / Software Engineer in London,"1,015 reviews"
KPMG UK,Forensic Technology Data Analyst - Risk Consulting,"4,383 reviews"
Slalom Consulting,Data Architect,46 reviews
JP Morgan Chase,Applied Trading Technology - Equities,"19,910 reviews"
Direct Line Group,Head of Digital Data and Insight,316 reviews
American Express,Cyber Threat Intelligence Analyst,"5,500 reviews"
JP Morgan Chase,Applications Development,"19,910 reviews"
Kraft Heinz Company,Data & Rewards Manager EMEA,"2,879 reviews"
Goldman Sachs,Equities Technology - Data Engineer - London,"1,116 reviews"
KPMG UK,Data Privacy Consultant - Manager,"4,383 reviews"
BJSS,Data Scientist,-
Goldman Sachs,"Global Investment Research, Global Macro Research, Rates, London, Associate / Vice President, London","1,116 reviews"
Mudano,Senior Data Consultants,-
KPMG UK,Audit Data Analytics Interpretation Specialist,"4,383 reviews"
Henderson Scott,Big Data Developer - Milton Keynes - £500-£575 per day,-
MVF,Digital Data Analyst,-
Barclays,"VP, Data Solutions Manager","3,971 reviews"
JP Morgan Chase,Front Office BA / PM,"19,910 reviews"
managementsolutions,DATA SCIENCE CONSULTANT LONDON,35 reviews
thetrainline,Data Engineer - Clojure,-
Churchill Frank,Big Data consultant - London,-
KPMG UK,Data Scientist - KPMG Lighthouse,"4,383 reviews"
Barclays,Innovation Data and Analytics Manager,"3,971 reviews"
Sia Partners,VIE Data Science Londres,6 reviews
Wade Macdonald,Big Data Engineer,-
Linux Recruit,Big Data Linux Engineer,-
Deloitte,Analytics – Cognitive and Data Science (London) Manager,"6,694 reviews"
MSD,Data Solutions Lead Job,500 reviews
wa consultants,Big Data Engineer,-
KPMG UK,Financial Crime Data Analyst - FS Consulting,"4,383 reviews"
PPL,Data Architect,211 reviews
News UK,ASSISTANT PRODUCER,24 reviews
IQVIA,"Data Scientist, Machine Learning & AI Solutions",95 reviews
Slalom Consulting,Modern Data Architect (MDA),46 reviews
Groupon,Data Warehouse Engineer,615 reviews
SoulTek,Lead Data Engineer,-
Deloitte,"Analytics – Cognitive, Data Science and Visualisation, Consultant / Senior Consultant, CDV, London","6,694 reviews"
Oliver James Associates,Big Data Developer,4 reviews
Publicis Media,Senior Customer Analyst - Data Science,12 reviews
QVC,Data Privacy and Records Partner- EU,"1,084 reviews"
Worldpay,Data Business Analyst,166 reviews
McKinsey & Company,Data Engineer - Digital McKinsey,361 reviews
Monarch IT,Java Big Data consultant,-
J&C Associates Ltd,Big Data Engineer (permanent),-
Sainsburys,Data & Analytics Product Owner,"6,330 reviews"
Opus Recruitment Solutions,Big Data Architect,-
KPMG UK,M&A Analyst,"4,383 reviews"
PredictX,Senior Java Engineer - Big Data,-
Avanade,Senior Big Data Consultant- Advanced Analytics,185 reviews
Morgan McKinley,Big Data Engineer,19 reviews
Hunter Bond Ltd,Data Engineer,-
Lidl,German speaking Data Entry Administrator,"3,768 reviews"
Government Digital Service,Portfolio Support Officer,-
MediaCom,Data Engineer,-
G-Research,Quantitative Researcher (Data Science/Machine Learning/Mathematical Modelling),2 reviews
Pertemps Network Group,Senior Database Engineer - Big Data,55 reviews
JP Morgan Chase,Asset Management - Senior Data Scientist – London (Associate/ Vice President),"19,910 reviews"
KPMG UK,Economics Analyst,"4,383 reviews"
Perform Media Services Ltd,Big Data Engineer,31 reviews
Evolution Recruitment Solutions,Big Data Engineer - London - Cassandra,-
Imperial College London,Senior Strategic Teaching Fellow in Data Science,108 reviews
AlixPartners,Systems Engineer – Data Analytics (Azure) London,26 reviews
Linux Recruit,Scala Engineer - Big Data,-
TDA Recruitment,Big Data Engineer - Hadoop,-
HSBC,Head of Data at Rest,"9,939 reviews"
BAE Systems Applied Intelligence,Consultant Data Engineer,45 reviews
JP Morgan Chase,Cyber Assessments Vendor QA,"19,910 reviews"
Barclays,Senior Data Engineer,"3,971 reviews"
Visa,Business Data Analyst,591 reviews
Apple,Web UI/Data Presentation Engineer - AMP Data Engineering,"5,529 reviews"
JP Morgan Chase,Lead Software Engineer - Reference Data Management System - ED,"19,910 reviews"
ThoughtWorks,Lead Data Scientist,59 reviews
Google,People Partner,"2,392 reviews"
AXA UK,Data and Performance Analysis Manager,101 reviews
Vodafone,Level 4 Higher Apprenticeship Data Analyst Southwark,"3,271 reviews"
Google,"Financial Analyst, Real Estate and Workplace Services","2,392 reviews"
Expedia,Business Intelligence Analyst / Developer,591 reviews
"Digital Management, LLC",Data Analytics Developer/Architect,116 reviews
Kraft Heinz Company,Next Challenge for Strategy Consultants,"2,879 reviews"
Reqiva,SOFTWARE ENGINEER BIG DATA,-
Lawrence Harvey,"Big Data DevOps Engineer - London - £95,000 + bonus + benefits",-
Tesco,Data Science Manager,"11,678 reviews"
G-Research,Quantitative Operations Analyst (Data Informatics),2 reviews
SoulTek,Senior Data Engineer: Tech company: Central London,-
BGL Group,Data Solution Architect,71 reviews
Lawrence Harvey,Big Data Analytics Developer,-
Lucozade Ribena Suntory,Data and Analytics Manager,6 reviews
EY,Forensic Data Analytics Senior - London,"5,232 reviews"
Omidyar Network,"Summer Associate, Investments (Africa), Financial Inclusion",-
NTT,Enterprise Architect Advisor - Data & Artificial Intelligence,"1,482 reviews"
KAMBI,Service Delivery Officer,2 reviews
BRITISH SKY BROADCASTING GROUP,Head of Data Science,98 reviews
EDF Trading,"Data Engineer, Data Analytics","1,124 reviews"
KAINOS SOFTWARE LTD,Data Engineer,-
Barclays,Machine Learning Engineer,"3,971 reviews"
TDA Recruitment,Big Data Engineer,-
Source Technology Ltd,Big Data Engineer,-
JP Morgan Chase,C++ Software Enngineer - Smart Order Routing - Equities,"19,910 reviews"
Baker & McKenzie,Paralegal - Employment (12 Month Fixed Term Contract),84 reviews
Martin and Conley,Big Data Architect,-
McLaren,Software Engineer Internship 2018,56 reviews
GSMA,Director of Ecosystem Data,24 reviews
Deloitte,"Deloitte, Splunk SIEM Engineer, Cyber Intelligence Centre","6,694 reviews"
Lawrence Harvey,Consultant Partner (Big Data) - London - £125K + Bonus,-
AlphaSights Ltd.,Senior Data Analyst,12 reviews
Sheald Ltd,Data Analyst,-
Clarivate Analytics,Senior Data Architect,27 reviews
MVF Global,WFM Analyst,5 reviews
Goldman Sachs,"Global Investment Research, Equity Research, Management Team, Analyst, London","1,116 reviews"
Goldman Sachs,"Global Investment Research, Business Analyst, London","1,116 reviews"
Asos.com,Campaigns Editor,223 reviews
Apple,"Head of Music, UK","5,529 reviews"
KPMG UK,Graduate Programme 2018 - Technology Consulting,"4,383 reviews"
Wavemaker,Data Platforms Manager (17WM1353),4 reviews
Expedia,"Analyst, Customer Analytics",591 reviews
Elsevier,Data Engineering Lead,469 reviews
Ministry of Defence,Armed Forces People Programme - Strategic PMO,385 reviews
Visa,Programme Event Coordinator,591 reviews
Direct Line Group,Senior Data Scientist,316 reviews
Google,"Cloud Data Engineer, Google Cloud Professional Services","2,392 reviews"
eVestment,Marketing Intern,3 reviews
Merkle One,Senior Data Engineer,-
Harnham,SENIOR BIG DATA ARCHITECT,-
CGI,Application Support Analyst,"1,659 reviews"
Baker & McKenzie,"Paralegal, GDPR (6 Month Fixed Term Contract)",84 reviews
Ministry of Defence,Armed Forces People Programme - Analysis Operational Research AHd,385 reviews
Apple,Hadoop SRE,"5,529 reviews"
Premier Group Recruitment,Big Data Engineer,51 reviews
Facebook,"Data Scientist, Community Integrity",344 reviews
BCG Digital Ventures,Lead Data Scientist,4 reviews
PwC,Senior Associate - Data Protection,"5,524 reviews"
EY,"FS Advisory, Big Data, Senior Consultant","5,232 reviews"
Salt Recruitment,BI/Data Engineer,2 reviews
Facebook,Data Platform Engineer,344 reviews
LV=Careers,Senior Data Scientist,25 reviews
KPMG UK,PMO Portfolio Analyst,"4,383 reviews"
KPMG UK,Data Analytics Analyst - Tech Risk - FS Consulting,"4,383 reviews"
UBS,Software Engineer (Data & AI),"1,540 reviews"
Google,"Strategy and Operations Lead, Global Product Partnerships","2,392 reviews"
Argos,Hadoop Administrator,"2,483 reviews"
Teradata,Data Science Practice –Practice Leader,129 reviews
Forward3D,Data Scientist (Mid-Level),5 reviews
Experis,"DEVOPS ENGINEER: (KUBERNETES, AWS, DOCKER, BIG DATA)",521 reviews
KPMG UK,Graduate Programme 2018 - Technology - Risk Consulting,"4,383 reviews"
Google,Competition Counsel,"2,392 reviews"
Farfetch,Lead Data Scientist - Recommendations,-
Deloitte,Analytics – Data Visualisation (London) Consultant/Senior Consultant,"6,694 reviews"
HSBC,Data Scientist - Commercial Banking,"9,939 reviews"
Visa,Marketing Data Scientist,591 reviews
Deloitte,"Deloitte, Analytics & Information Management, Reporting and Analytics – Consultant, London","6,694 reviews"
PERFORM Group,Data Analyst – HR (UK1256),31 reviews
MVF,WFM Analyst,-
Citi,Data Analytic Capability Manager,"13,834 reviews"
Wavemaker,Data Platforms Director,4 reviews
Warner Bros. Entertainment Group,Sales Administration Assistant,262 reviews
moneysupermarket.com,Senior Analyst & Data Planner,6 reviews
NICE,EMEA Talent Acquisition Specialist,5 reviews
Goldman Sachs,Platform - Market Data Developer - London,"1,116 reviews"
Fidelity International,Multi Skilled Operator,"2,836 reviews"
EY,"FS Advisory, Big Data, Manager","5,232 reviews"
Avanade,Data Scientist,185 reviews
Linux Recruit,Software Engineer - Big Data,-
Elsevier,Lead Data Scientist,469 reviews
The People Network,Senior Database Engineer - Big Data,-
JP Morgan Chase,Cyber Security Incident Response/Attack Analysis - Shift Lead,"19,910 reviews"
Attest,Head of People,-
Babylon Health,Data Engineering Lead,-
Ministry of Justice,Behavioural Science Lead,310 reviews
Kindred Group,Principal Data Scientist,3 reviews
Google,Brand and Reputation Strategy Lead,"2,392 reviews"
dunnhumby,Senior Data Scientist - Partnerships,31 reviews
Goldman Sachs,Operations - Client Assets - Data Management and Distribution - Developer - London,"1,116 reviews"
AlphaSights,Senior Data Analyst,12 reviews
JP Morgan Chase,Software Engineer - Commodities Athena,"19,910 reviews"
AI-Adam,Data Engineer / Architect,-
Clifford Chance London Limited,Intelligence Analyst,-
Maana,Customer Solutions Analyst (London),-
Goldman Sachs,Technology Management & Strategy - Administrative Assistant - London,"1,116 reviews"
G-Research,Data Science Engineer,2 reviews
Grind & Co,MARKETING AND PRODUCTION ASSISTANT,-
Apple,Content Partner Engineer - Apple TV,"5,529 reviews"
Lorien Resourcing,Data Analysts,9 reviews
Fjord,Head of Data Design,8 reviews
Linux Recruit,DevOps Engineer (Kubernetes / Big Data),-
Starfish-IT,Javascript / MTML5 developer – big data,-
Linux Recruit,Scala Software Engineer (Big Data),-
GSMA,"Data Analyst, Mobile Money",24 reviews
Informatiq Consulting,Big Data Application Developer,-
Salt Recruitment,Data Engineer,2 reviews
G-Research,Financial Analyst,2 reviews
OVO Energy,Production Engineer - Lumo,27 reviews
Reqiva,C# / .NET SOFTWARE ENGINEER BIG DATA,-
Agile Recruitment Ltd,"Big Data Engineer - Apache Spark, Scala, Google Cloud, TDD – London",-
NaturalMotion,Senior Game Data Analyst,3 reviews
AIG Philippines Inc.,NLP Scientist,-
AIG,NLP Scientist,"2,546 reviews"
Mavenlink,Business Intelligence Consultant,3 reviews
Expedia,"Senior Business Analyst, Data Governance Analytics",591 reviews
Linux Recruit,Big Data/DevOps Engineer,-
Stanton House,Junior Data Scientist,-
Goldman Sachs,"Securities, Quant Researcher / Trader, Associate/VP, London","1,116 reviews"
STEM Graduates,Data Analytics & Big Data Engineering,-
Morgan McKinley,Big Data Developer,19 reviews
Recycling Lives People Limited,Junior Consultant,-
McLaren,Test Analyst,56 reviews
Amazon.com,Software Development Engineer - Various Locations,"24,701 reviews"
Bright Purple Resourcing,Data Analyst,-
Linux Recruit,Big Data Lead,-
South London and Maudsley NHS Foundation Trust,Service Manager,14 reviews
The Football Association,Safeguarding Administrator - SA,12 reviews
Houzz,Commissions Analyst,40 reviews
Linux Recruit,Big Data Team Lead,-
Salt Recruitment,Lead Big Data Engineer,2 reviews
Talentpoint Jobs,Data Engineer – Big Data!,-
Sky,Strategy Summer Placement,98 reviews
7P UK Ltd,Data Manager,-
Asos.com,Business Analyst - Data Services,223 reviews
Volt Europe,Senior Big Data Analytics Software Engineer,"2,196 reviews"
KPMG UK,Data Scientist - Financial Crime,"4,383 reviews"
Carbon Credentials Energy Services Limited,Junior Programmer,-
Babylon Health,Senior Data Engineer,-
Government Statistical Service,Senior Statistician,-
Cloud Direct,Junior Network Engineer,-
Funding Circle UK,Data Vendor Manager,-
MVF,Marketing Data Analyst,-
J. Walter Thompson London,Junior Planner,235 reviews
BJSS,Senior Data Scientist,-
MVF Global,Marketing Data Analyst,5 reviews
Sparks Grove,Consultant,5 reviews
Gold Care Homes,Administrator,46 reviews
EY,Forensic Data Analytics Manager - London,"5,232 reviews"
Barclays,Decision Analyst,"3,971 reviews"
Ecr Product & Technology Limited,Data Analyst,-
OVO Energy,Data Science Manager,27 reviews
McKinsey & Company,Principal Data Engineer - QuantumBlack,361 reviews
Mudano,Business Analysts,-
Sainsburys,Operational Governance Analyst,"6,330 reviews"
Publicis Media,Data Engineer - Data Science,12 reviews
IHS Markit,Explore the possibilities,210 reviews
Goldman Sachs,Platform - Data Product Engineer - London,"1,116 reviews"
Eaglecliff,Data Consultant,-
Morgan McKinley,Data Engineer,19 reviews
Barclays,Legal Counsel - BUK Ventures,"3,971 reviews"
Sky,Strategy Summer Placement,98 reviews
Morgan McKinley,Big Data Developer,19 reviews
TIBCO Software,Senior Data Scientist,29 reviews
Willis Towers Watson,"Data Architect (Oracle, UNIX)",693 reviews
Reqiva,C# / .NET SOFTWARE ENGINEER BIG DATA,-
KPMG UK,Data Analytics Assistant Manager - Unstructured Data,"4,383 reviews"
Farfetch,Lead Data Scientist - Experimentation,-
Accenture,Data Architects,"13,886 reviews"
Barclays,Legal Counsel - BUK Ventures,"3,971 reviews"
Cloud Direct,Junior Network Engineer,-
JP Morgan Chase,Cyber Security Incident Response/Attack Analysis - Shift Lead,"19,910 reviews"
Google,Brand and Reputation Strategy Lead,"2,392 reviews"
Warner Music Group,"Royalties Coordinator, Catalogue & Classics",116 reviews
Soho Strategy,Engineering Intern,-
Carbon Credentials Energy Services Limited,Junior Programmer,-
JP Morgan Chase,KDB Software Engineer - Analyst,"19,910 reviews"
Cisco,"Associate, Cisco Investments","3,891 reviews"
Sky,Work Experience in Marketing,98 reviews
BRITISH SKY BROADCASTING GROUP,Work Experience in Marketing,98 reviews
Government Statistical Service,Senior Statistician,-
Goldman Sachs,Platform - Data Product Engineer - London,"1,116 reviews"
Unilever,GCC Finance Analyst,"5,128 reviews"
GroupM,Senior Data Scientist,88 reviews
Volt Europe,Senior Big Data Analytics Software Engineer,"2,196 reviews"
KPMG UK,Analyst - Contract Compliance,"4,383 reviews"
Monzo,Backend Engineer,-
Chicago Mercantile Exchange CME,Junior QA Analyst,-
Intuit,Interaction Designer Intern,"1,009 reviews"
Blue Pelican,Data Reporting Analyst,-
Just Eat,DevOps Data Engineer,96 reviews
Jefferson Frank,Scala Developer,-
Morgan McKinley,Data Engineer,19 reviews
EY,Forensic Data Analytics Manager - London,"5,232 reviews"
Salt Recruitment,Lead Big Data Engineer,2 reviews
Linux Recruit,Big Data Lead,-
Elsevier,Senior Data Engineer,469 reviews
Ascential,Youth Culture Editor,7 reviews
JP Morgan Chase,Infrastructure & Operations DevOps Engineer - Rates eTrading,"19,910 reviews"
Publicis Media,Data Engineer - Data Science,12 reviews
KPMG UK,Data Centre Services Manager,"4,383 reviews"
Linux Recruit,DevOps Big Data Engineer - AWS/Kubernetes - 6m - £550/£600pd,-
Linux Recruit,Big Data Infrastructure Engineer,-
Badoo,Senior Data Scientist - Machine Learning,6 reviews
Harnham,DATA SCIENTIST,-
Visa,Economist,591 reviews
Major Players,DATA STREAMING ENGINEER (PYSPARK),2 reviews
The Stars Group,Gaming Analyst,-
Secret Intelligence Service,Software Engineering Graduates,-
Linux Recruit,Big Data Team Lead,-
Kraft Heinz Company,The Kraft Heinz EMEA MBA Program - INSEAD,"2,879 reviews"
moneysupermarket.com,Senior Data Engineer,6 reviews
Goldman Sachs,Platform - Market Data - Developer - London,"1,116 reviews"
UBM,Customer Service Representative,55 reviews
JP Morgan Chase,Lead Software Engineer for Data Science - Exec Director,"19,910 reviews"
The Stars Group,Sportsbook Business Intelligence Analyst,-
JP Morgan Chase,GUI C# WPF Software Engineer - Equities,"19,910 reviews"
American Express,Analyst - Insights & Analytics,"5,500 reviews"
Lawrence Harvey,"Senior Big Data Architect - £125,000 + bonus",-
Career Concept Limited,Data Scientist,-
GSMA,Programme Coordinator,24 reviews
Hitachi Vantara,Sales Support Intern,29 reviews
McKinsey & Company,Principal Data Engineer - QuantumBlack,361 reviews
PwC,Assurance - Data & Analytics Senior Associate,"5,524 reviews"
Sterlings Partnership Ltd,Data Scientist,-
MapR,Senior Data Engineer - London,-
Morgan Stanley,Data Developer - Asset Servicing Technology - Associate,"2,614 reviews"
Ogilvy UK,Talent Management Executive,-
Funding Circle UK,Data Governance Manager,-
CME Group,Market Data Onboarding and Licensing Consultant,140 reviews
ofo,City Optimisation Analyst,-
PwC,Senior Data Engineer,"5,524 reviews"
