company,job,number_of_evaluations
Universiteit van Amsterdam (UvA),PhD candidate or Postdoctoral researcher in Machine Learning & Deep Learning,-
MessageBird,Senior Data Analyst,-
Microsoft,Data Centre Technician,4.486 reviews
EY,Werkstudent WO - Actuarissen / Econometrie (EMEIA FSO),5.232 reviews
Ziggo,Webanalist,2.455 reviews
VodafoneZiggo,Webanalist,2.455 reviews
Annual Insight,Blue Summer,-
Fahr-Becker,Big Data Business Consultant,-
Liberty Global,DevOps / Big Data Engineer,30 reviews
HelloFresh,Print Marketing Manager,195 reviews
VYE Professionals,Lead Data Scientist - Amsterdam,-
Deloitte,Junior Consultant Cyber Risk,6.694 reviews
InWork,Data Analist,4 reviews
YourProfessionals,Young Excellence Program Data Scientist,-
GGZ inGeest,Bouw mee aan het Datawarehouse van GGZ inGeest!,14 reviews
Splunk,Go-To-Market Manager – MSP & GOSI Alliances,-
Reed Business Information,Business Analyst II,49 reviews
AnalysePeople,Medior/Senior Data Scientist | Online Media | Amsterdam,-
McKinsey & Company,Data Architect - McKinsey Analytics,361 reviews
UChoose,UChoose | Junior Data Engineer,-
Henkel AG,Internship in Supply Chain Analytics,374 reviews
Uber,Analytics & Insights Lead- Community Operations,-
The Search Company,Junior Data & Analytics Consultant,-
GlaxoSmithKline,Senior Oversight Data Manager,2.939 reviews
GrandVision,Analytics Manager - Customer Experience & Digital,13 reviews
eBay Inc.,Team Lead Big Data/applied Data science,1.395 reviews
uniQure,Sr. Scientist AD - Phase I-II Analytics (Netherlands),-
Textkernel,Big data software engineer,-
KPMG,Scriptant Cyber,4.383 reviews
KPMG,Scriptant SOFY,4.383 reviews
AMC,PhD student position: Huntington’s Disease and the Ubiquitin-Proteasome System,2.508 reviews
Brandweer,Informatiemanager,4 reviews
Working Talent,IT Traineeship Big Data bij Working Talent Amstelveen,-
Harnham,DATA SCIENTIST- ENGINEERING,-
Payments & Cards Network,IT Technical Lead – Fintech,-
Elsevier,"Principal Product/Data Analyst, Research Products Analytics",469 reviews
Signify,Data Analyst – Strategy & Market Insights internship,-
Herakles Pharma Staffing,Clinical Research Associate (EXCLUSIEF),-
CGI,Software Engineer,1.659 reviews
Booking.com,Fraud Analyst,413 reviews
IDEXX,Financial Analyst International Ref Labs,268 reviews
IMC Financial Markets,Software Engineer Intern,-
Academisch Medisch Centrum,PhD student position: Huntington’s Disease and the Ubiquitin-Proteasome System,12 reviews
Deloitte,SAP MASTER DATA Consultant,6.694 reviews
Tesla,Backend Software Engineer,1.148 reviews
Academisch Medisch Centrum,PhD student: Digitale Security in de patiëntenzorg,12 reviews
UChoose,Traineeship Data Science bij toonaangevende consultancy,-
IQVIA,Hospital Representative,95 reviews
Booking.com,Sr. Fraud Analyst,413 reviews
Alnylam,"Associate Director, Market Access",-
Magno IT,Director Voice & WiFi Support,-
Kite Pharma,Medical Manager - Cell Therapy,-
Elsevier,Managing Editor Physics,469 reviews
Elsevier,Managing Editor,469 reviews
Werkspot,Junior Salesforce Administrator,8 reviews
Brandweer Amsterdam-Amstelland,Informatiemanager,3 reviews
Uber,"Sr Business Analyst, Growth & Innovation - Community Operations EMEA",-
Xccelerated,Big Data Engineering Accelerator (Junior),-
VYE Professionals,Data Science Talent Programme - Amsterdam/Amersfoort,-
McKinsey & Company,Senior Data Scientist - McKinsey Analytics,361 reviews
McKinsey & Company,Manufacturing Senior Data Scientist - McKinsey Analytics,361 reviews
TicketSwap,Senior Data Scientist,-
Payments & Cards Network,Senior Data Scientist (Freelance),-
AnalysePeople,Senior Data Scientist | Publisher | Amsterdam,-
IBM,Infrastructure and Platform Architect,21.725 reviews
IQVIA,Medical Science Liaison,95 reviews
QuintilesIMS,Medical Science Liaison,1.015 reviews
Cargill,Senior Business Analyst,2.602 reviews
CGI,Software Engineer Junior (Insurance),1.659 reviews
Witteveen+Bos,IT adviseur,3 reviews
Knab,Webanalist,-
Picnic,Software Engineer,25 reviews
Pegasystems,Software Engineer,-
Teradata,Software Engineer,-
Magno IT,NLP Scientist,-
Elsevier,Knowledge Graph Scientist,469 reviews
Avantium,(Jr.) Scientist,-
Young Analytics,JUNIOR MARKETING INTELLIGENCE ANALYST,-
Deloitte,"Manager Analytics (Energy, Resources and Manufacturing Industry)",6.694 reviews
ITL Netherlands,Lead Consultant - Analytics Consulting,-
Consumatrix,Back-end developer,-
Fontem,CRM Marketing Automation Specialist,-
Imperial Tobacco,CRM Marketing Automation Specialist,65 reviews
Deloitte,Blockchain Developer,6.694 reviews
Takeaway.com,Senior Data Analyst,3 reviews
VU,PhD position in Process Modeling and Mining in Medical Care,-
Y Group,Associate – Strategy & Execution,-
Fahr-Becker,Big Data Architect,-
Michael Page NL,Data & Reporting Analyst,-
Y Group,Associate – Human Capital Solutions,-
Digital Source,Data Analyst,-
IMC Financial Markets,Graduate Software Engineer,-
Vrije Universiteit Amsterdam,Postdoc position in Predictive Analytics,27 reviews
Amazon.com,"Software Development Engineer, Amazon Cloud9",24.701 reviews
MessageBird,Product Owner,-
PwC,Digital Requirements Engineers,5.524 reviews
Syneos Health Clinical,CMA Dutch speaker,469 reviews
IHS Markit,Explore the possibilities,-
Optiver,Trader,10 reviews
NKI-AVL,Bioinformatic Postdoctoral Fellow,4 reviews
McKinsey & Company,Product Owner - Digital McKinsey,361 reviews
ConversionMob,Growth Marketer,-
NKI-AVL,Computational biologist: tumor immunology,4 reviews
UBM,Brand Director – Pharma,-
Hypoport B.V.,FinTech Developer,-
Netflix,"Digital Media Executive, EMEA",-
NWO,Science Director/Director General of SRON,-
Uber,Sr. User Experience Researcher,-
TomTom,Research engineer,41 reviews
Deloitte,Digital Strategy Consultant,6.694 reviews
Kraft Heinz Company,Intern IT Business Analyst,2.879 reviews
trainee.nl,Traineeship Business Analytics & Data Science,-
Leica Biosystems,Business Controller,-
Elsevier,Business Controller - CoE,469 reviews
ConversionMob,UX Researcher,-
Liberty Global,Reporting Specialist,30 reviews
AnalysePeople,Senior Data Scientist – Financial institute – Amsterdam,-
PHIND,Big Data Engineer (intern),7 reviews
De Nederlandsche Bank,Senior functioneel applicatiebeheerder,16 reviews
AMC,PhD student: Digitale Security in de patiëntenzorg,2.508 reviews
Elsevier,"Solution Marketing Manager, Life Science Platforms",469 reviews
Biogen,Area Business Manager - Netherlands,-
IBM,Junior - Full Stack Mobile Developer,21.725 reviews
KPMG,Senior Consultant Data Analytics,4.383 reviews
Young Analytics,MEDIOR DATA ANALIST,-
PHIND,Traineeship Data Engineer & Analytics,7 reviews
Vrije Universiteit Amsterdam,Student Life Officer,27 reviews
Tesla,QA Engineer,1.148 reviews
ServiceNow,"Solution Consultant, Platform",-
BearingPoint,(Junior) Consultant - Regulatory Reporting (Amsterdam),-
Top of Minds,Director News & Data,-
Madison Parker International,Data Science,-
eBay Inc.,Senior Data Scientist,1.395 reviews
MSD,Manufacturing Site CMC Associate Director,500 reviews
Philips,Senior Data Scientist Finance & Supply Chain,2.724 reviews
EY i3,Senior Predictive Analytics Lead Consultant,-
Gilead,QC Specialist Analytical,-
amdocs,DevOps Specialist (UXP),-
Syneos Health Clinical,Project Specialist - Oncology,469 reviews
Elsevier,NLP Specialist,469 reviews
HelloFresh,Senior Offline Marketing Manager,195 reviews
Payments & Cards Network,Sales & Business Development Manager,-
Dümmen Orange Headquarters,Administrative Employee (6 months),-
Cargill,Raw Materials FSQR manager Benelux,2.602 reviews
Elsevier,Senior Analyst,469 reviews
Yacht,Big Data Trainee,32 reviews
Teva Pharmaceutical Industries Ltd.,Financial Analyst II,-
eBay Inc.,Software Engineer,1.395 reviews
Optiver,Graduate Software Developer,10 reviews
EY,Advisor WO Cybersecurity and Privacy - CertifyPoint,5.232 reviews
Thermo Fisher Scientific,Transportation Analyst,1.808 reviews
ABN AMRO Bank,Sr API Architect,1.008 reviews
Uber,"Operations Coordinator, Benelux",-
"SoftLayer Technologies, Inc.",Dev/Ops Software Engineer,-
Valesta,Specialist Quality Assurance,-
Deloitte,Graduate Intern Regulatory Risk,6.694 reviews
PHIND,Data Engineer Automotive,7 reviews
Liberty Global,Director Voice & WiFi Support,30 reviews
CareerValue,Data Engineer a.k.a puzzelaar met consultant vaardigheden,3 reviews
Harnham,DATA ENGINEER- DIGITAL,-
Digital Source,Data Engineer,-
YourProfessionals,Data Engineer - Interim,-
Elsevier,Marketing Manager,469 reviews
ConversionMob,Lead Advertising Consultant,-
Alliander,IT-Trainee,24 reviews
Sanquin,"Hoofd Laboratorium QC Equipment, Facility & Systems",22 reviews
McKinsey & Company,Digital Consultant (Banking industry focus),361 reviews
McKinsey & Company,Digital Consultant,361 reviews
YourProfessionals,Data Analist,-
Deloitte,Qlikview developer,6.694 reviews
Deloitte,Sitecore developer,6.694 reviews
Atos,Junior Consultant in Smart Industry (I4.0),1.626 reviews
NetApp,Employee Relations Consultant - EMEA,559 reviews
VimpelCom,Security Threat Analyst,14 reviews
Signify,Internship Treasury Operations,-
Deloitte,Cyber Consultant,6.694 reviews
ORMIT B.V.,Philips ORMIT Digital Supply Chain Traineeship,-
Marcel Wanders,IT Specialist,-
HTBA,Business Intelligence Ontwikkelaar,-
Universiteit van Amsterdam,Postdoctoral researcher in Coarse Grained Modelling of Polymers,19 reviews
Universiteit van Amsterdam,Postdoctoral researcher in cross-cultural neuroimaging of cannabis dependence,19 reviews
Valtech,Data Technology Director,51 reviews
Google,"SAP Product Specialist, Google Cloud (English)",2.392 reviews
AMC,PhD student in Genetics of Cardiac Disorders,2.508 reviews
BearingPoint,Functional Analyst - Finance and Risk (Amsterdam),-
Bloomon,Social Media Marketing Internship,-
adidas,Senior Analytics Manager,2.657 reviews
Yacht,Yacht IT Traineeship,32 reviews
Harnham,DIRECTOR DATA SCIENCE- DIGITAL,-
Philips,Business Process Expert - Technical/IT Services,2.724 reviews
Google,Warehouse Management System Super User,2.392 reviews
Cargill,Senior Pricing Analyst,2.602 reviews
Fluor Corporation,Senior Project Information Manager,3.619 reviews
"Agilent Technologies, Inc.",Genomic Technical Support Scientist,486 reviews
Cisco,Associate Sales Specialist - Netherlands - April 2019,3.891 reviews
Universiteit van Amsterdam,PhD position in quantum computing,19 reviews
Universiteit van Amsterdam,PhD candidate in Academic Search,19 reviews
Universiteit van Amsterdam,PhD candidate in Entrepreneurship & Innovation,19 reviews
Cargill,Application Supervisor,2.602 reviews
Universiteit van Amsterdam,Assistant or Associate Professor in Big Data Statistics and Econometrics for Business,19 reviews
Mirabeau,Student Computer Science Engineer,3 reviews
"SoftLayer Technologies, Inc.",Object Storage Application Developer,-
Optiver,Core Applications Developer,10 reviews
iProspect,Dashboard Backend Developer,-
Digital Realty,IP Network Engineer,-
Fahr-Becker,Big Data Engineer,-
Deloitte,Cyber Incident Response Specialist,6.694 reviews
Traffic Builders,Stage: Software development (meeloop- of afstudeerstage),10 reviews
Conduent,Business Information Risk Analyst EMEA – Almere,2.181 reviews
Digital Source,Chief Data Science,-
IQVIA,Product Specialist Ophtalmology,95 reviews
Verizon,Senior Cyber Analyst,19.303 reviews
Gilead,Medical Manager - Cell Therapy,-
ORTEC,Lead Generation Specialist,-
PwC,Senior Associate - Data Analytics,5.524 reviews
dashmote,Senior Digital Consultant,-
VU,PhD position in Single-Molecule Biophysics,-
Universiteit van Amsterdam (UvA),PhD Position in quantum computing,-
Universiteit van Amsterdam (UvA),PhD candidate in Academic Search,-
ConversionMob,Advertising Consultant,-
Maandag,Business Intelligence Specialist,17 reviews
Gilead,Manager Quality Control Microbiology,-
Deloitte,Consultant Operational Risk & Transformation (English),6.694 reviews
Universiteit van Amsterdam,Postdoctoral researcher in sensory research,19 reviews
Swammerdam Institute for Life,Postdoctoral researcher in sensory research,-
Liberty Global,DevOps Engineer,30 reviews
Booking.com,Manager Commercial Operations & Planning - Connectivity Partnerships,413 reviews
Vrije Universiteit Amsterdam,PhD Position Personalized Feedback That Works!,27 reviews
Universiteit van Amsterdam,Postdoctoral researcher in health research for elderly,19 reviews
Swammerdam Institute for Life,Postdoctoral researcher in health research for elderly,-
Y Group,Intern – Big Data & Analytics,-
Finest People,Performance Marketeer,11 reviews
Elsevier,Strategy Manager,469 reviews
Tommy Hilfiger,internship corporate responsibility,1.511 reviews
Deloitte,Security Analyst (English),6.694 reviews
Academisch Medisch Centrum,PhD student in Genetics of Cardiac Disorders,12 reviews
Delta Air Lines,SR AN- Network Strategy- NED,2.855 reviews
Deloitte,Afstudeerstage Cyber Risk,6.694 reviews
Tableau,Associate Sales Consultant,-
YourProfessionals,Data Engineer,-
Tommy Hilfiger,internship datawarehouse development,1.511 reviews
MessageBird,Product Manager,-
Albert Heijn,Format Analist Bij Formule Management,2.000 reviews
Suitsupply,Service Manager,24 reviews
Liberty Global,Director B2B architecture and design,30 reviews
jobbuilders.nl,Python Developer,-
NetApp,Storage Infrastructure Architect EMEA,559 reviews
Uber,"Senior Regional Operations Manager (Restaurants), Uber Eats - EMEA",-
NKI-AVL,Postdoc or PhD Student - Computational Biology,4 reviews
Digital Marketing Professionals,Senior online marketeer,-
Cognizant,Senior Change Management Consultant,9.959 reviews
Cognizant,Information Risk Manager,9.959 reviews
Teva Pharmachemie,Senior Analytical Scientist Generics R&D,5 reviews
Gilead,Manager Regulatory Affairs - Dutch Affiliate,-
Mirabeau,Stage Anthropology,3 reviews
ABN AMRO Bank,(Senior) Development Engineer - Enterprise Data Quality,1.008 reviews
AkzoNobel,"IM Contract & Vendor Manager, Full-time",1.075 reviews
Deloitte,Senior Consultant Regulatory Analytics,6.694 reviews
CodeGuild,Front End JavaScript Developer | Big Data Visualisation,3 reviews
Cargill,Solutions Architect - Trading,2.602 reviews
Fluor Corporation,Electrical Estimator,3.619 reviews
Universiteit van Amsterdam (UvA),Postdoctoral researcher in cross-cultural neuroimaging of cannabis dependence,-
IMC Financial Markets,Trader Assistant (academic part-time job),-
Deloitte,"Graduate Intern Market, Credit & Actuarial Risk",6.694 reviews
Gilead,"Manager, EH&S",-
MessageBird,Product Manager Growth,-
Picnic,IT Support Engineer,25 reviews
Deloitte,Cyber Advisory Consultant (English),6.694 reviews
Deloitte,(Senior) Manager Regulatory Analytics,6.694 reviews
IQVIA,Clinical Specialist,95 reviews
Sanofi,CRM Specialist,2.687 reviews
Young Analytics,BIG DATA PROFESSIONAL,-
Wageningen UR,Fisheries scientist,4 reviews
Deptagency,Developer in the Netherlands,-
Finest People,Senior Social Media Performance Manager,11 reviews
Unique,Chartering Data Specialist,182 reviews
Amsterdam Institute for Global Health and Developm...,Domain expert antimicrobial resistance (AMR) (postdoctoral fellow),-
The Mobile Company,Full Stack Mobile developer,-
MediaCom,MediaCom | Stagiaire Business Science,-
Cargill,Technical Manager FSQR,2.602 reviews
Seqirus A CSL Company,Manager IT Applications - R&D,-
Gilead,Manufacturing Technician,-
Kite Pharma,Manufacturing Technician,-
Gilead,"Manager, GCP/PV Quality Assurance",-
Amdocs,Business Analysis Specialist,-
True Legends,DEVOPS ENGINEER,-
NetApp,Critical Case Manager,559 reviews
MSD,Digital Customer Engagement Specialist,500 reviews
Kraft Heinz Company,Intern Sales D&E,2.879 reviews
Amazon.com,"Junior Fullstack Dev Engineer - JavaScript, AWS Cloud9",24.701 reviews
Google,"Sales Engineering Manager, Google Cloud",2.392 reviews
"SoftLayer Technologies, Inc.",Storage Administrator,-
Booking.com,Sr. Manager Partner Content & Community Marketing,413 reviews
Cryptohopper,UI/UX Designer,-
Albert Heijn,Stage Customer Insights & Marketing Analytics,2.000 reviews
Vrije Universiteit Amsterdam,PhD position in Single-Molecule Biophysics,27 reviews
Vrije Universiteit Amsterdam,PhD position in Process Modeling and Mining in Medical Care,27 reviews
PwC,Senior Consultant Deal Analytics FY18,5.524 reviews
The Mobile Company,iOS Developer,-
KPMG,Consultant IT Advisory Financial Services,4.383 reviews
Universiteit van Amsterdam,PhD candidate in Smart Energy Systems,19 reviews
Philips,Internship - Human Resources (thesis can be discussed),2.724 reviews
Elsevier,Marketing Development Manager - Mature Europe,469 reviews
Nielsen,Software Developer,1.866 reviews
Pegasystems,Senior Solutions Consultant,-
Deloitte,Digital Manager (Banking&Insurance),6.694 reviews
Universiteit van Amsterdam (UvA),Postdoctoral researcher in sensory research,-
CodeGuild,Data Driven Senior Scala Developer | up to € 100.000,3 reviews
Syneos Health Clinical,Sr SSU & Regulatory Specialist,469 reviews
StackOps,Cutting New Grounds as Linux DevOps Engineer,-
Universiteit van Amsterdam (UvA),Postdoctoral researcher in health research for elderly,-
Gilead,Senior QC Specialist Microbiology,-
Gilead,"Director, Manufacturing IT",-
Ingenico Payment Services,Ab Initio Developer,-
Digital Realty,"Data Center Technician, Amsterdam",-
Universiteit van Amsterdam (UvA),PhD candidate in Smart Energy Systems,-
uniQure,Scientist Formulation Development in Amsterdam (NL),-
Verizon,Senior Cyber Consultant,19.303 reviews
CodeGuild,Junior Java Developer |data analyse & slimme systemen,3 reviews
Hot ITem,Senior Big Data Engineer,-
Philips,Business Process Expert Solution Delivery - Solution Project Management,2.724 reviews
IQVIA,Intern Marketing,95 reviews
IQVIA,"Clinical Lead Manager, home or office",95 reviews
Cargill,ERP Solution Architect,2.602 reviews
Bookerzzz,Big Data & Analytics Intern,-
Syneos Health Clinical,Senior Clinical Research Associate - The Netherlands,469 reviews
Stryker,"Associate Manager (f/m), Global Supplier Quality Auditing",1.039 reviews
Deloitte,Senior Consultant Extended Enterprise Risk Management,6.694 reviews
Intertrust,IT Project Manager,11 reviews
Harnham,SENIOR DATA SCIENTIST- FINANCE,-
Harnham,SENIOR DATA SCIENTIST- AMSTERDAM,-
Digital Source,Senior Data Scientist,-
Digital Source,Senior Data Scientist - Payments,-
Deloitte,Senior Consultant Project Management and Project Reviews,6.694 reviews
Devoteam,Solution Architect,-
Kite Pharma,"Associate Director / Director, Portfolio Project Management",-
Gilead,"Associate Director / Director, Portfolio Project Management",-
Windesheim,Docent ICT Technology - 24 tot 32 uur - Almere,15 reviews
StarApple,Mr/Sr Yieldmanager,-
Cisco,Systems Engineer,3.891 reviews
VMware,Systems Engineer SD-WAN,-
Brunel,Data Scientist,90 reviews
Elsevier,Manager Customer Service Research Products,469 reviews
IHS Markit,"Senior Associate, Full Stack Developer, Data Delivery",-
Icon plc,Senior SMA,-
Icon plc,Senior CRA,-
comScore,Fullstack JavaScript Engineer,-
PwC,Requirements Engineer,5.524 reviews
Givaudan,Senior Food Technologist Beverages,109 reviews
IQVIA,Regional Business Manager,95 reviews
NetApp,Cloud Infrastructure Architect,559 reviews
Dümmen Orange Headquarters,Head Technical Department,-
TomTom,Customer Project Manager,41 reviews
NetApp,"Sr Director, Technical Support",559 reviews
Deloitte,Cyber Advisory Consultant,6.694 reviews
Google,"Solutions Architect, Google Cloud",2.392 reviews
PHIND,PHP developer / Data Traineeship,7 reviews
Universiteit van Amsterdam,Assistant professor Multiscale Scientific Computing,19 reviews
Informatica,Cloud Product Specialist (S),-
DXC,SRM Principal Consultant,1.377 reviews
IBM,Business Transformation Consultant - HR Reinvention / HCM Cloud,21.725 reviews
DXC,SAP Platform Offering Solution Architect - Netherlands,1.377 reviews
MessageBird,EMEA Sales Engineer,-
Proofpoint,"Sales Engineer, Benelux",-
Pon IT BV,Stagiair(e) Robotic Process Automation (RPA),6 reviews
Sterksen,Junior Developer Finance,-
Deloitte,(Senior) Engineer ICS and SCADA security,6.694 reviews
Deloitte,Consultant Project Management & Project Reviews (English),6.694 reviews
NetApp,District Sales Manager - Commercial Market,559 reviews
Walters People,Administrative Assistant,19 reviews
Deloitte,(Senior) Pega Consultant,6.694 reviews
Celanese,Demand Planner,-
Magno IT,Voice Platform Developer,-
Elsevier,Salesforce Solution Architect,469 reviews
Harnham,SENIOR DATA SCIENTIST- FINANCE- OPERATIONAL RISK,-
Thermo Fisher Scientific,Customer Service Supervisor,1.808 reviews
Tele2,Digital Architect,31 reviews
Houthoff Buruma,Advocaat Medewerker Intellectuele Eigendom,6 reviews
Telegraaf Media Groep,Full Stack Web Developer @ Speurders.nl,28 reviews
Experis,Safety Specialist,521 reviews
Salesforce,Senior Client Partner - Salesforce DMP,363 reviews
PwC,(Senior) Manager Cyber Security Publieke Sector,5.524 reviews
BearingPoint,Senior Advanced Analytics Consultant,-
